sample_type,rand_id,landslide_id,x,y,pt_elev,area_m2,z_min,z_max,relief_m
random,2960,6053,413566.8537004059,2760737.265103336,329.0,402.21340668933783,325.0,329.0,4.0
random,2961,6210,424388.3601359392,2763500.6885751057,348.0,3095.5796467986465,341.0,352.0,11.0
random,2962,6010,428444.165070921,2760538.6627408485,531.0,1964.7596615046189,519.0,532.0,13.0
random,2963,1773,409644.9305722179,2752021.9341962803,240.0,7075.826970083005,221.0,251.0,30.0
random,2964,5337,415745.6886084755,2758803.3834225005,243.0,900.5282274255441,240.0,243.0,3.0
random,2965,1922,405128.557921429,2752447.60165427,231.0,886.2485098948324,231.0,241.0,10.0
random,2966,5810,436217.75541508436,2759776.659937674,419.0,49070.682383470594,408.0,501.0,93.0
random,2967,5204,411471.97532493336,2758574.9879482766,279.0,1486.2465633086856,263.0,307.0,44.0
random,2968,3351,408655.3182584372,2755107.285771257,234.0,3623.360518097392,192.0,258.0,66.0
random,2969,2451,405592.69821141456,2753382.1261401973,255.0,3791.690233274594,245.0,300.0,55.0
random,2970,371,424442.6625942416,2747343.1052111816,555.0,5065.856499174913,555.0,574.0,19.0
random,2971,1944,431971.9835747493,2752514.0014441637,523.0,2858.1010068216565,506.0,535.0,29.0
random,2972,458,423652.3010254485,2747852.796095543,541.0,1103.5024961239635,533.0,545.0,12.0
random,2973,4625,432646.76757768745,2757755.9461411354,507.0,1129.6022011608732,504.0,509.0,5.0
random,2974,4002,418738.29840092326,2756408.4338781917,428.0,18110.27630223903,335.0,482.0,147.0
random,2975,4867,423648.77795014787,2758089.241861004,314.0,541.6464082144046,314.0,323.0,9.0
random,2976,5810,436212.5179766576,2759689.3051239313,431.0,49070.682383470594,408.0,501.0,93.0
random,2977,1292,407281.8038745828,2750615.5583041348,237.0,4785.834014001198,221.0,265.0,44.0
random,2978,5480,430994.3288399679,2759037.4502687827,584.0,5846.098960929469,555.0,594.0,39.0
random,2979,3298,425982.0707455684,2755096.5589694637,419.0,2144.4685212473514,402.0,458.0,56.0
random,2980,4194,414426.9180479598,2756942.229300757,224.0,749.274297878075,218.0,228.0,10.0
random,2981,4374,429547.0431922966,2757280.537258278,569.0,2428.448538908664,568.0,578.0,10.0
random,2982,1173,407041.63129123533,2750300.322760811,210.0,2232.157250099159,207.0,227.0,20.0
random,2983,6214,424818.14066415606,2763810.70040581,460.0,1028.111009915155,454.0,484.0,30.0
random,2984,1561,430487.81338796567,2751468.440257662,478.0,2336.4582719908763,475.0,492.0,17.0
random,2985,4385,430481.0708087031,2757322.0727785015,523.0,837.0036043737293,524.0,528.0,4.0
random,2986,4812,429366.1934582499,2757973.0580721153,638.0,2301.6691234933005,630.0,663.0,33.0
random,2987,5142,420086.2124524517,2758493.399166053,287.0,687.8546684496876,271.0,296.0,25.0
random,2988,5735,430108.0048396603,2759702.477072131,591.0,2161.9112059573567,591.0,604.0,13.0
random,2989,1362,404056.64627405116,2750866.1353533505,332.0,1883.4040848439572,311.0,334.0,23.0
random,2990,1418,406783.3641632449,2751044.4563130788,268.0,5138.530230333686,257.0,294.0,37.0
random,2991,1733,403642.54094106425,2751850.6534935385,222.0,5309.101974814878,215.0,256.0,41.0
random,2992,1760,408906.6513679802,2751985.206761358,283.0,1019.4022404361472,275.0,287.0,12.0
random,2993,1427,413409.1117825352,2751081.811135923,298.0,664.7216352924705,299.0,303.0,4.0
random,2994,5586,408387.73402562604,2759322.943012482,366.0,810.1181194947414,366.0,372.0,6.0
random,2995,2702,405877.30613985617,2753910.3571323254,239.0,9658.246268145069,230.0,254.0,24.0
random,2996,2536,407801.9623433252,2753606.909327731,232.0,927.8270005936455,218.0,234.0,16.0
random,2997,2094,403721.08251707745,2752794.406211255,210.0,1105.0738299821276,210.0,225.0,15.0
random,2998,4029,429377.1743705259,2756643.6503903572,618.0,3954.1716449555606,587.0,632.0,45.0
random,2999,4804,420375.4450955671,2757994.8378639,282.0,560.8806116361454,280.0,284.0,4.0
random,3000,2012,406528.3904157147,2752671.538326986,237.0,2148.3314580875926,220.0,241.0,21.0
random,3001,3730,413627.16449544614,2756005.942749293,341.0,796.3809941627654,314.0,341.0,27.0
random,3002,984,405780.1124779459,2749619.699290336,209.0,27231.711815152703,167.0,247.0,80.0
random,3003,5203,415011.5156944121,2758587.863056725,228.0,5930.241947297316,225.0,259.0,34.0
random,3004,2976,409392.7293238358,2754455.8593362235,233.0,7113.723429689879,217.0,280.0,63.0
random,3005,2735,419188.2709291079,2753943.9291295875,407.0,4902.976787670279,405.0,430.0,25.0
random,3006,754,423320.0593556508,2748900.2969150227,499.0,457.99160974740994,493.0,499.0,6.0
random,3007,2818,401983.87149902905,2754147.3031436577,374.0,7781.550768607333,298.0,383.0,85.0
random,3008,4989,433033.6633968403,2758304.0860826042,512.0,2935.3719374155403,509.0,535.0,26.0
random,3009,136,429716.12829134654,2745624.977966013,505.0,973.0418676929294,503.0,508.0,5.0
random,3010,4910,412312.63807467005,2758103.2794675077,291.0,5080.527021931465,239.0,321.0,82.0
random,3011,721,433066.33123757574,2748832.9722374985,505.0,3464.6644532222567,467.0,502.0,35.0
random,3012,3226,415206.9987947567,2754923.3024030677,292.0,1431.1929841148537,289.0,293.0,4.0
random,3013,3781,421493.27226324513,2756071.7231646916,342.0,906.7754685853188,334.0,341.0,7.0
random,3014,2664,428915.42561225896,2753898.6466925466,772.0,2062.224306342606,745.0,793.0,48.0
random,3015,3231,416688.14732935885,2754919.2792511825,451.0,1319.215523803646,444.0,488.0,44.0
random,3016,1908,407654.9767495009,2752426.3386695655,208.0,807.2525859377687,199.0,208.0,9.0
random,3017,3016,429343.92583572527,2754479.520957654,691.0,3153.904983558707,667.0,697.0,30.0
random,3018,5392,426037.72453656275,2758911.3652424193,353.0,157.9524504915026,,,
random,3019,4715,432722.9440162699,2757873.9594668127,509.0,947.9544168889457,509.0,527.0,18.0
random,3020,3901,412791.1503285008,2756423.672715295,285.0,2579.5690543346736,274.0,347.0,73.0
random,3021,3536,411127.5438040175,2755513.991438554,285.0,3381.0222458227086,256.0,296.0,40.0
random,3022,2797,409387.93531686265,2754123.4105545827,254.0,3108.543185863271,208.0,266.0,58.0
random,3023,2202,406525.8835100826,2752891.391759725,253.0,4775.579005730686,244.0,293.0,49.0
random,3024,3508,428387.8092123726,2755489.8727621823,700.0,1262.3915960391196,695.0,708.0,13.0
random,3025,4914,417961.57435964316,2758136.0799388695,267.0,1004.6851259924927,267.0,276.0,9.0
random,3026,4076,421295.8482838805,2756452.4915528265,278.0,53384.04210940403,267.0,362.0,95.0
random,3027,6021,426370.99897291453,2760552.1196561595,443.0,16545.47255464186,404.0,522.0,118.0
random,3028,4076,421506.14782336075,2756643.2275268068,267.0,53384.04210940403,267.0,362.0,95.0
random,3029,3361,410185.40262820484,2755151.987994633,267.0,8990.05761774551,183.0,306.0,123.0
random,3030,890,407801.57905169623,2749220.9621017547,368.0,5103.109352754817,298.0,378.0,80.0
random,3031,4219,433990.67216574505,2756909.9450341933,497.0,5045.381696193538,494.0,514.0,20.0
random,3032,1997,404185.23027229717,2752636.7096814737,246.0,2746.5057809977716,242.0,255.0,13.0
random,3033,4491,409784.1099317629,2757550.607959157,274.0,1442.726452336472,270.0,278.0,8.0
random,3034,3876,411672.6332135664,2756347.6521102577,199.0,5268.301856980205,191.0,245.0,54.0
random,3035,3029,408238.2627331128,2754532.519958546,213.0,9246.838193058988,200.0,228.0,28.0
random,3036,3556,430038.1568829433,2755509.8451136956,547.0,6744.649578236881,526.0,554.0,28.0
random,3037,6700,428557.5574074446,2769973.459272045,302.0,1937.5452231418683,298.0,311.0,13.0
random,3038,532,421884.5799913494,2748166.8748776745,370.0,1993.717691517762,357.0,376.0,19.0
random,3039,1536,404942.68800410716,2751397.4844412887,251.0,1037.0340111531095,232.0,251.0,19.0
random,3040,1285,413030.06724778353,2750625.5147888944,326.0,1169.0829632010177,325.0,351.0,26.0
random,3041,4076,421650.8959163969,2756752.3617624063,282.0,53384.04210940403,267.0,362.0,95.0
random,3042,3612,413667.39279753633,2755700.546459688,326.0,2027.5454407277286,312.0,334.0,22.0
random,3043,5603,427400.4090093283,2759221.1020573718,408.0,24855.684018565644,394.0,481.0,87.0
random,3044,80,430068.5230669872,2744742.729499748,451.0,1691.927379101105,450.0,460.0,10.0
random,3045,5056,432814.2223156917,2758408.2704721102,534.0,997.054248493062,521.0,534.0,13.0
random,3046,128,430433.71914256166,2745447.1538423793,545.0,3836.56698782264,517.0,567.0,50.0
random,3047,1501,403834.74556622544,2751328.870756231,269.0,2080.0396026883564,269.0,291.0,22.0
random,3048,3603,417313.99094691715,2755686.716636042,483.0,185.42736648819397,475.0,475.0,0.0
random,3049,1862,404012.2625040772,2752283.5736391065,259.0,4102.891647930317,249.0,276.0,27.0
random,3050,2101,405655.0019156177,2752821.8116164957,263.0,4143.493281385398,244.0,265.0,21.0
random,3051,4854,415318.9636014763,2758019.2577920873,229.0,2467.5767292868723,213.0,229.0,16.0
random,3052,5557,408646.3077691784,2759243.1695571025,344.0,1171.7569306765936,341.0,349.0,8.0
random,3053,575,422244.73981576425,2748367.8030952867,349.0,2997.81353999967,349.0,359.0,10.0
random,3054,3569,410613.172383117,2755598.3057864327,213.0,1349.356281829414,206.0,227.0,21.0
random,3055,4076,421276.3007358405,2756410.8752861554,286.0,53384.04210940403,267.0,362.0,95.0
random,3056,4076,421379.2631818398,2756500.463953286,271.0,53384.04210940403,267.0,362.0,95.0
random,3057,5018,427795.0365097735,2758341.1258592154,540.0,1652.4327234447953,530.0,559.0,29.0
random,3058,2304,406236.7184560432,2753218.3543020766,257.0,1128.1095468879003,247.0,266.0,19.0
random,3059,4221,430961.5062635688,2756969.309784121,536.0,3681.083796688799,514.0,538.0,24.0
random,3060,3404,412253.235247451,2755286.653599435,269.0,4473.366863163696,258.0,322.0,64.0
random,3061,5627,428167.53271608753,2759389.6865582643,500.0,12541.72449116835,447.0,525.0,78.0
random,3062,5150,434214.1445207263,2758516.501623453,581.0,1068.7786747560258,566.0,587.0,21.0
random,3063,1506,425233.4881413814,2751321.7904335707,540.0,845.3181350585642,490.0,533.0,43.0
random,3064,5627,428146.71193102136,2759405.762071917,497.0,12541.72449116835,447.0,525.0,78.0
random,3065,194,428820.6244090361,2746161.469106359,603.0,1740.0576894718345,572.0,603.0,31.0
random,3066,3016,429346.37518482935,2754492.643403811,690.0,3153.904983558707,667.0,697.0,30.0
random,3067,1505,406028.5904083959,2751307.2969229016,264.0,2791.2710231299443,230.0,269.0,39.0
random,3068,2646,415512.19564518344,2753846.9557843776,451.0,728.0952906366928,450.0,464.0,14.0
random,3069,5576,430819.44214809476,2759293.027079143,592.0,1663.7587924681316,591.0,614.0,23.0
random,3070,2967,417168.6113623327,2754359.33360974,420.0,6184.776567026978,408.0,480.0,72.0
random,3071,3391,414959.3471658936,2755249.652156493,341.0,1718.1995257788474,338.0,348.0,10.0
random,3072,1017,430702.5065985141,2749678.0419089575,419.0,2643.7064404319285,419.0,439.0,20.0
random,3073,2015,403393.44414478564,2752666.2726407703,221.0,1733.3529460599582,208.0,227.0,19.0
random,3074,5847,430690.36026899714,2759980.59049272,727.0,1306.1555128637178,727.0,763.0,36.0
random,3075,3901,412868.630040403,2756365.066696569,324.0,2579.5690543346736,274.0,347.0,73.0
random,3076,1354,430043.2416654116,2750904.303659273,533.0,830.2349205415505,529.0,539.0,10.0
random,3077,2518,402318.4632624011,2753557.0587223894,241.0,8323.788560225108,236.0,266.0,30.0
random,3078,5524,428110.86790854845,2759163.6185260112,548.0,2847.1360152034363,548.0,600.0,52.0
random,3079,3276,416425.08022389986,2755018.5854771063,483.0,1131.4043347189622,471.0,497.0,26.0
random,3080,467,421459.6955007654,2747831.0012959326,390.0,3326.8098516905266,376.0,398.0,22.0
random,3081,872,412921.8537599506,2749272.861140049,335.0,4616.068506103139,335.0,365.0,30.0
random,3082,3471,407561.04324232787,2755299.0208914615,227.0,5637.662861693708,221.0,256.0,35.0
random,3083,4992,412717.5564210036,2758183.582356399,232.0,2108.42991502437,232.0,282.0,50.0
random,3084,5810,436149.38646101265,2759738.684036918,423.0,49070.682383470594,408.0,501.0,93.0
random,3085,43,428772.2085504679,2744206.5074155275,472.0,801.879599145137,472.0,475.0,3.0
random,3086,637,426246.8179969461,2748504.985869297,808.0,4993.674070193789,771.0,840.0,69.0
random,3087,3846,410001.7548456255,2756264.8880640194,252.0,3063.8579330835187,247.0,267.0,20.0
random,3088,2205,410671.06986323977,2752977.176123453,342.0,3737.3401305291577,322.0,363.0,41.0
random,3089,1152,406773.05265758344,2750262.3912954954,220.0,1413.528021089197,198.0,226.0,28.0
random,3090,552,430469.04535603063,2748274.1239332724,445.0,2082.8662917479433,440.0,458.0,18.0
random,3091,817,433081.05527016835,2749123.8360398896,518.0,179.9129379816199,,,
random,3092,6207,418286.40893164626,2763393.231900144,294.0,974.8581505810528,291.0,312.0,21.0
random,3093,1625,426255.6793685777,2751572.0238504284,852.0,2446.622417447964,761.0,877.0,116.0
random,3094,6182,420587.0218360958,2762173.839766942,350.0,2611.508566585179,320.0,350.0,30.0
random,3095,1356,432078.7657087559,2750876.7547045033,434.0,4104.416279976776,428.0,452.0,24.0
random,3096,4632,423920.4126909133,2757761.515788693,347.0,1466.3966702171692,339.0,350.0,11.0
random,3097,4642,434798.33271076,2757776.9365654015,512.0,1413.5644239923695,502.0,512.0,10.0
random,3098,858,413910.3518995092,2749122.3784531034,406.0,7657.537918155827,391.0,453.0,62.0
random,3099,5177,435178.0813923085,2758565.3980180654,504.0,1292.5567616129058,504.0,516.0,12.0
random,3100,5626,416783.2109616394,2759361.3811963913,227.0,1503.3506199037024,225.0,234.0,9.0
random,3101,1130,430249.37226882944,2750129.789637368,471.0,2049.0448825492786,465.0,490.0,25.0
random,3102,3009,418580.51090097876,2754499.1043541366,596.0,2056.6333298180743,573.0,617.0,44.0
random,3103,1189,407747.1658631812,2750332.699704385,177.0,3735.5337397329713,170.0,206.0,36.0
random,3104,665,422907.5300858627,2748570.7826982746,426.0,2855.5269029349047,426.0,444.0,18.0
random,3105,5467,415383.20599221427,2759016.2847627536,239.0,8484.587813987773,225.0,275.0,50.0
random,3106,207,429221.3893915864,2746245.9379733694,550.0,2077.5814755941424,546.0,573.0,27.0
random,3107,962,430742.42256571475,2749560.0380869,426.0,3350.161001377303,420.0,445.0,25.0
random,3108,3711,417846.4650393298,2755883.045193529,563.0,9302.24062471274,507.0,635.0,128.0
random,3109,4755,411737.3136623975,2757921.252561623,292.0,2343.1407008073284,271.0,315.0,44.0
random,3110,1328,428879.64870052366,2750748.460250494,824.0,2999.571700189043,773.0,885.0,112.0
random,3111,1903,405441.58533853124,2752354.6934516584,296.0,7662.7201597572,258.0,299.0,41.0
random,3112,4057,411857.2671483468,2756684.764328323,253.0,2508.855026959903,235.0,257.0,22.0
random,3113,1379,412238.47928064235,2750953.640237422,370.0,2627.9375147563596,342.0,381.0,39.0
random,3114,3499,417215.3779772754,2755467.024415583,428.0,2504.5881656947126,422.0,433.0,11.0
random,3115,1803,403381.83218076144,2752099.5280013774,244.0,7162.955417187196,235.0,262.0,27.0
random,3116,2626,403072.69484107697,2753826.6684544617,259.0,313.51275280052266,259.0,259.0,0.0
random,3117,4165,437589.5084142922,2756810.6647727033,493.0,11285.383587490192,454.0,527.0,73.0
random,3118,2761,409338.59316139045,2753997.4218434505,219.0,12119.765036674413,184.0,245.0,61.0
random,3119,4698,425803.867071277,2757845.3370796,427.0,308.30970248864634,433.0,433.0,0.0
random,3120,3067,414219.8253189112,2754546.83960658,278.0,1718.153153046889,246.0,269.0,23.0
random,3121,2341,408873.9202407797,2753243.921033183,234.0,3101.118328019049,207.0,238.0,31.0
random,3122,4478,419724.8277217962,2757541.974246323,322.0,436.3268455587642,322.0,323.0,1.0
random,3123,2198,409032.8851533799,2752999.6038485104,223.0,1080.3031822637063,221.0,225.0,4.0
random,3124,1881,407813.1867136727,2752370.5806307993,210.0,1194.697942343217,199.0,214.0,15.0
random,3125,3417,426933.33238899586,2755285.4794534827,424.0,3955.4084010084516,420.0,438.0,18.0
random,3126,452,426129.7136474552,2747794.7901470084,671.0,3579.8830104432477,649.0,693.0,44.0
random,3127,4017,412282.5738022767,2756653.497221298,207.0,2027.4389065558798,205.0,216.0,11.0
random,3128,5212,422193.86272313277,2758589.518508245,332.0,1771.4740508983236,329.0,348.0,19.0
random,3129,2276,405759.5861351084,2753032.5107619492,238.0,24010.364017252734,227.0,277.0,50.0
random,3130,4076,421284.357708547,2756404.2000757186,277.0,53384.04210940403,267.0,362.0,95.0
random,3131,1439,431235.9548836448,2751150.5123749585,437.0,4947.996670935451,434.0,453.0,19.0
random,3132,984,405772.0907193786,2749479.344705028,193.0,27231.711815152703,167.0,247.0,80.0
random,3133,4236,427870.6025381686,2757026.310398741,627.0,2743.4409332481746,627.0,638.0,11.0
random,3134,5457,413184.6893453845,2758998.767468494,284.0,347.91808333365816,271.0,284.0,13.0
random,3135,4247,414282.2226544602,2757058.368444099,229.0,853.3465773275125,229.0,246.0,17.0
random,3136,1677,414852.10222323705,2751801.9266254758,355.0,213.60874674884556,362.0,362.0,0.0
random,3137,5535,420731.2232100003,2759153.840883094,330.0,1461.1918851672247,324.0,341.0,17.0
random,3138,2276,405788.3480221375,2752995.2383255954,231.0,24010.364017252734,227.0,277.0,50.0
random,3139,3921,410909.3310922808,2756472.42833959,247.0,326.14135042482246,244.0,247.0,3.0
random,3140,3313,403345.94802684267,2755092.545952489,250.0,1834.3048014321323,250.0,268.0,18.0
random,3141,780,425515.2959609127,2748964.4776913007,661.0,2115.8369310775083,651.0,666.0,15.0
random,3142,5288,431726.9380556072,2758724.2194069796,516.0,2615.590188610052,517.0,531.0,14.0
random,3143,4402,431329.85311766266,2757361.6390544055,523.0,1232.7476182337546,521.0,527.0,6.0
random,3144,5677,427328.9979589644,2759498.9805200123,398.0,3222.3818884366005,392.0,435.0,43.0
random,3145,1016,427232.4605953657,2749751.3016603407,859.0,1418.4279024363577,845.0,859.0,14.0
random,3146,5540,421973.40696168895,2759198.5070408024,410.0,781.6329986042323,409.0,421.0,12.0
random,3147,3509,408922.207754151,2755503.9307366167,253.0,3183.6207361593015,196.0,266.0,70.0
random,3148,5889,411895.40449403087,2760160.1950082486,285.0,873.0300219451685,279.0,291.0,12.0
random,3149,3753,425959.8143194175,2756040.780021689,561.0,1306.041365161314,561.0,575.0,14.0
random,3150,4618,429485.50107004883,2757718.3303872803,609.0,1465.3571025855724,597.0,617.0,20.0
random,3151,5738,428089.61452489946,2759554.9421178894,506.0,73328.69187946139,425.0,557.0,132.0
random,3152,6109,422422.81228987954,2761049.054366854,362.0,3353.092066072502,356.0,362.0,6.0
random,3153,244,427635.939357546,2746417.7817713018,659.0,11433.432514026223,507.0,665.0,158.0
random,3154,4135,417351.3519504569,2756822.5817586207,437.0,4747.578374170284,378.0,455.0,77.0
random,3155,3854,430275.6890865177,2756303.188145703,523.0,2440.879386140585,522.0,537.0,15.0
random,3156,4302,414604.1260761867,2757151.333643397,219.0,774.9288848427035,217.0,221.0,4.0
random,3157,836,432440.850999419,2749113.441563465,482.0,4596.77004398663,479.0,501.0,22.0
random,3158,2668,427611.7691629838,2753878.909615319,676.0,2089.162568815402,656.0,688.0,32.0
random,3159,2441,417063.69009220303,2753435.9909899514,437.0,4324.473351485666,434.0,463.0,29.0
random,3160,5810,436313.933253786,2759827.6029225285,415.0,49070.682383470594,408.0,501.0,93.0
random,3161,2070,402650.8120181221,2752803.02805517,,1690.382490639012,,,
random,3162,5985,410611.81600063364,2760435.7886364106,347.0,9225.365447648715,326.0,370.0,44.0
random,3163,244,427391.77486839314,2746543.2301789946,517.0,11433.432514026223,507.0,665.0,158.0
random,3164,2500,405699.128046109,2753555.6936215004,292.0,2283.018105347752,292.0,313.0,21.0
random,3165,5738,427918.0105678732,2759546.0643447964,439.0,73328.69187946139,425.0,557.0,132.0
random,3166,676,422861.2143820388,2748645.79792594,441.0,1743.4109050847694,434.0,442.0,8.0
random,3167,1100,409952.7025676278,2750023.748289643,405.0,3213.6292675197374,386.0,410.0,24.0
random,3168,1599,429893.6530262602,2751556.2051222026,551.0,6089.617242677718,543.0,576.0,33.0
random,3169,2304,406254.65393997903,2753221.7804392255,247.0,1128.1095468879003,247.0,266.0,19.0
random,3170,4439,412638.11833948,2757449.274653617,220.0,2530.597604806294,199.0,224.0,25.0
random,3171,1111,406546.21912792244,2750093.2522722227,229.0,4026.369898148885,210.0,238.0,28.0
random,3172,4002,418763.65318146977,2756610.9025773513,359.0,18110.27630223903,335.0,482.0,147.0
random,3173,6031,431489.5176903237,2760602.366789013,774.0,1193.8667135185904,768.0,786.0,18.0
random,3174,696,427976.8852692895,2748430.902447772,606.0,18700.775854199623,559.0,699.0,140.0
random,3175,1969,403069.36768722004,2752587.4432900245,216.0,3384.2782432624326,211.0,232.0,21.0
random,3176,4732,430016.5217570118,2757876.9824022846,579.0,4446.288497837621,570.0,592.0,22.0
random,3177,5339,411472.3035342356,2758812.0727960323,277.0,1123.5240821014547,273.0,280.0,7.0
random,3178,1655,406584.90239149216,2751748.3686640267,274.0,623.9807327281733,274.0,288.0,14.0
random,3179,3909,418978.2042256513,2755934.401350023,389.0,28318.5004612875,333.0,478.0,145.0
random,3180,5425,418709.4261765472,2758963.2593623665,269.0,1423.1344049117845,261.0,269.0,8.0
random,3181,3801,422073.3556844113,2756106.1239014785,406.0,832.6023458571864,410.0,421.0,11.0
random,3182,4459,415038.1850619795,2757471.452830565,207.0,5535.777865291563,205.0,256.0,51.0
random,3183,1904,403737.4286019151,2752382.1122361277,256.0,677.3970741396757,256.0,264.0,8.0
random,3184,759,425426.6526639691,2748899.756799455,634.0,562.8878849673094,631.0,632.0,1.0
random,3185,4809,423819.6604859995,2757961.2009663107,344.0,626.145918381801,330.0,344.0,14.0
random,3186,1531,408601.21248334815,2751384.7154478496,193.0,3365.298623150172,173.0,194.0,21.0
random,3187,3093,415449.4620577321,2754656.4132863167,306.0,2071.5122857690358,305.0,333.0,28.0
random,3188,4890,411747.6365244677,2758058.7912213216,297.0,3666.892087783158,297.0,326.0,29.0
random,3189,5728,413375.75499343174,2759679.432955407,342.0,1589.177906610992,322.0,345.0,23.0
random,3190,1898,430739.9260950837,2752404.901716473,555.0,2360.190399987897,521.0,555.0,34.0
random,3191,3080,415844.2028741085,2754631.837194136,345.0,1209.2828246429888,337.0,381.0,44.0
random,3192,1409,407158.9942373918,2750993.9878638857,219.0,8879.55277821576,189.0,258.0,69.0
random,3193,5352,429122.247505988,2758790.2777945874,629.0,5300.263324829711,617.0,685.0,68.0
random,3194,63,426772.66155549826,2744517.2912598536,438.0,4552.806820573649,390.0,464.0,74.0
random,3195,4776,414975.2836128914,2757954.8165182574,255.0,1707.1391735782302,243.0,263.0,20.0
random,3196,1696,404498.2228055084,2751780.1065288046,383.0,4714.5630555029775,361.0,407.0,46.0
random,3197,664,423396.1302194547,2748428.33405563,506.0,9687.788391549895,430.0,506.0,76.0
random,3198,497,425565.96983177314,2747963.6374069657,657.0,1416.5866906776603,655.0,670.0,15.0
random,3199,2523,434012.35970779567,2753607.6423485987,512.0,514.1592529026784,503.0,505.0,2.0
random,3200,1877,416735.7511364327,2752303.7303547147,386.0,820.6546761377668,372.0,386.0,14.0
random,3201,1587,406018.99944890867,2751456.0423128395,230.0,24853.409635391796,220.0,309.0,89.0
random,3202,3459,408235.54335247725,2755357.958946067,240.0,4918.717808115575,237.0,271.0,34.0
random,3203,2999,408485.90418087743,2754454.156942658,230.0,14970.353531859035,217.0,262.0,45.0
random,3204,5126,415431.278232587,2758486.1780481753,246.0,2403.1791076170575,213.0,254.0,41.0
random,3205,6106,424557.2225740573,2761076.271487482,578.0,751.5572004469949,571.0,581.0,10.0
random,3206,4722,414984.99710403685,2757888.597200127,230.0,2167.458378106412,218.0,237.0,19.0
random,3207,5436,435759.9869366771,2758891.806172353,511.0,13110.122028175918,498.0,541.0,43.0
random,3208,1682,427229.70587735524,2751769.9662520434,574.0,1222.0809111267758,564.0,574.0,10.0
random,3209,1108,430637.0612651685,2750053.2925740965,438.0,2732.07035770173,436.0,452.0,16.0
random,3210,2668,427612.8658129804,2753879.4340945734,676.0,2089.162568815402,656.0,688.0,32.0
random,3211,5738,427845.9346817095,2759543.0332599333,440.0,73328.69187946139,425.0,557.0,132.0
random,3212,4303,414747.9285558969,2757123.905117152,231.0,1208.100955605384,218.0,237.0,19.0
random,3213,812,430773.40902840614,2749043.7298782174,412.0,6592.30994469201,395.0,443.0,48.0
random,3214,1438,411192.4473900726,2751139.686744034,581.0,912.4336962788994,578.0,590.0,12.0
random,3215,382,421023.7683861646,2747337.2526014135,422.0,4208.117465192052,379.0,436.0,57.0
random,3216,5697,423584.18984234927,2759583.64169154,450.0,3140.1411516588573,435.0,455.0,20.0
random,3217,1191,407245.5126756112,2750383.100441621,240.0,1935.9084649880404,236.0,245.0,9.0
random,3218,3846,410039.71089405625,2756263.6924934327,259.0,3063.8579330835187,247.0,267.0,20.0
random,3219,1449,405032.43515676574,2751163.155244615,229.0,1311.1969774076777,228.0,230.0,2.0
random,3220,2967,417166.9426353983,2754347.082339226,420.0,6184.776567026978,408.0,480.0,72.0
random,3221,2757,407659.8643154166,2754019.258506738,215.0,2686.612650973283,209.0,234.0,25.0
random,3222,4752,415180.3222687935,2757935.61373592,232.0,247.4476372099,,,
random,3223,39,424155.33353821124,2744092.0797544057,556.0,960.9277333338572,553.0,557.0,4.0
random,3224,1343,410178.301066366,2750843.566449089,349.0,924.0510874153497,343.0,362.0,19.0
random,3225,1660,426480.9209503573,2751755.039171984,687.0,3018.334408486546,687.0,755.0,68.0
random,3226,6025,424029.47643170157,2760576.436620352,556.0,3380.1061806051034,535.0,567.0,32.0
random,3227,4985,411001.0596601863,2758263.0921327886,233.0,3532.756369189745,226.0,258.0,32.0
random,3228,1559,432643.464170653,2751482.6787600676,500.0,2580.5594584997993,496.0,515.0,19.0
random,3229,2009,431601.67125523946,2752653.5512095103,553.0,3468.3040575205705,537.0,581.0,44.0
random,3230,3933,413110.79349255894,2756408.784809294,310.0,5003.33085781263,254.0,315.0,61.0
random,3231,3913,410080.9137272382,2756440.047197588,268.0,2242.8709912620784,254.0,279.0,25.0
random,3232,1754,408237.2717828502,2751971.5571086113,256.0,1497.0952305359704,241.0,272.0,31.0
random,3233,3512,410964.4564188685,2755530.859990743,242.0,866.720794913752,242.0,248.0,6.0
random,3234,2634,403684.14255318174,2753812.7515343996,228.0,2953.539858574116,228.0,246.0,18.0
random,3235,2070,402671.0137736351,2752786.9287765604,,1690.382490639012,,,
random,3236,88,426246.65214527317,2744858.179823278,552.0,1349.7907897213763,522.0,552.0,30.0
random,3237,4262,411734.8561329692,2757061.8695594263,227.0,2404.472603464847,216.0,230.0,14.0
random,3238,647,432870.13027581363,2748581.265427035,436.0,6252.832885427821,423.0,456.0,33.0
random,3239,1296,407138.35583190137,2750674.2105096467,220.0,1382.008601728644,209.0,236.0,27.0
random,3240,3369,415060.0465218238,2755229.678399913,349.0,863.5602899508367,334.0,366.0,32.0
random,3241,4138,417466.10043924185,2756594.18205511,498.0,40478.048259219264,371.0,600.0,229.0
random,3242,4805,415110.6527517555,2757943.1178823374,258.0,5969.02970429437,243.0,273.0,30.0
random,3243,3605,412931.58430061204,2755694.808571804,263.0,608.6210787329641,263.0,269.0,6.0
random,3244,4002,418702.7915572953,2756597.804213538,386.0,18110.27630223903,335.0,482.0,147.0
random,3245,4681,412924.7602055926,2757828.664083172,216.0,2255.805278547248,209.0,238.0,29.0
random,3246,2451,405634.3360919776,2753466.3857076354,294.0,3791.690233274594,245.0,300.0,55.0
