point_id,landslide_id,x,y,pt_elev,pt_slope,pt_lith,area_m2,z_min,z_max,relief_m
691,691,424434,2748865.75,692,30.97779465,元古界楼子坝组,951.958409,663,692,29
692,692,425571.5,2748865.75,655,8.878142357,元古界楼子坝组,1600.486724,650,655,5
693,693,410896.5,2748840.75,270,32.75207901,,1287.994071,255,270,15
694,694,,,,,,247.5376767,,,
695,695,411746.5,2748853.25,299,16.6817112,元古界楼子坝组,476.7702367,296,299,3
696,696,413534,2748828.25,543,21.71472931,石炭系林地组,2963.264093,493,543,50
697,697,428984,2748878.25,568,32.05721664,元古界楼子坝组,1149.778976,531,568,37
698,698,411959,2748878.25,336,23.27332687,元古界楼子坝组,1310.599162,300,336,36
699,699,422721.5,2748840.75,490,15.88661766,燕山中期正长花岗岩,6898.601522,452,490,38
700,700,426896.5,2748878.25,919,23.30701447,泥盆系桃子坑组,833.0205243,880,919,39
701,701,425284,2748890.75,666,29.86798286,燕山中期正长花岗岩,611.9338165,643,666,23
702,702,433134,2748878.25,510,23.4076519,燕山早期正长花岗岩,2063.454524,466,510,44
703,703,431146.5,2748890.75,395,13.05873871,燕山中期二长花岗岩,1796.117762,387,395,8
704,704,433821.5,2748890.75,557,3.337110758,燕山晚期花岗斑岩,1451.368396,529,557,28
705,705,433259,2748890.75,493,20.95103264,燕山早期正长花岗岩,996.5237465,451,493,42
706,706,410434,2748903.25,255,,,452.8824881,255,255,0
707,707,422609,2748903.25,503,25.71843338,第四系全新统,2893.077453,467,503,36
708,708,431096.5,2748903.25,392,18.0340271,燕山中期二长花岗岩,190.5891212,392,392,0
709,709,423321.5,2748903.25,499,24.09484291,元古界楼子坝组,457.9916097,493,499,6
710,710,423734,2748903.25,530,22.4068718,元古界楼子坝组,3337.709311,500,530,30
711,711,433209,2748915.75,519,29.61852646,燕山早期正长花岗岩,337.6764156,499,519,20
712,712,433434,2748915.75,457,17.87400818,燕山晚期花岗斑岩,729.9479126,445,457,12
713,713,433284,2748915.75,489,23.94466972,燕山早期正长花岗岩,7280.924138,431,489,58
714,714,425434,2748890.75,632,8.878142357,燕山中期正长花岗岩,562.887885,631,632,1
715,715,423484,2748928.25,521,23.5850029,元古界楼子坝组,2489.942371,489,521,32
716,716,432859,2748790.75,451,25.29785728,燕山早期正长花岗岩,3221.67175,437,451,14
717,717,423134,2748928.25,486,22.2036438,元古界楼子坝组,2612.588123,461,486,25
718,718,407859,2748928.25,344,33.43690109,侏罗系下村组,664.3357573,324,344,20
719,719,410821.5,2748928.25,266,21.36306,元古界楼子坝组,969.8039216,257,266,9
720,720,433721.5,2748865.75,525,13.49573326,燕山晚期花岗斑岩,3165.89134,488,525,37
721,721,423421.5,2748940.75,532,14.73825932,元古界楼子坝组,2623.906334,496,532,36
722,722,410771.5,2748940.75,261,15.21789551,元古界楼子坝组,1634.638595,254,261,7
723,723,423321.5,2748940.75,494,21.82608604,元古界楼子坝组,342.5612664,490,494,4
724,724,433496.5,2748940.75,451,9.365159035,燕山晚期花岗斑岩,499.0855469,446,451,5
725,725,407496.5,2748940.75,295,20.89873886,侏罗系下村组,424.9306702,292,295,3
726,726,426209,2748853.25,915,24.81511879,元古界楼子坝组,3568.801223,781,915,134
727,727,432959,2748915.75,465,23.70579529,燕山早期正长花岗岩,974.8576473,456,465,9
728,728,423584,2748953.25,520,23.00120926,元古界楼子坝组,336.9697111,515,520,5
729,729,425434,2748978.25,660,21.89988136,燕山中期正长花岗岩,454.3117757,651,660,9
730,730,424784,2748978.25,701,21.81375313,元古界楼子坝组,5298.023192,635,701,66
731,731,411821.5,2748965.75,333,27.01712418,元古界楼子坝组,1053.663264,312,333,21
732,732,412346.5,2748978.25,359,21.26108742,元古界楼子坝组,1929.424098,325,359,34
733,733,425534,2748978.25,666,14.30291462,元古界楼子坝组,2115.836931,651,666,15
734,734,433196.5,2748978.25,539,16.83869743,燕山早期正长花岗岩,2110.456231,512,539,27
735,735,423846.5,2748978.25,573,16.18126869,元古界楼子坝组,393.8948361,566,573,7
736,736,423684,2749003.25,547,6.50463438,元古界楼子坝组,386.778711,545,547,2
737,737,412146.5,2749003.25,336,29.38070869,元古界楼子坝组,920.9989236,312,336,24
738,738,424709,2749003.25,705,18.41086388,元古界楼子坝组,974.3119835,685,705,20
739,739,425146.5,2749015.75,719,25.36707115,元古界楼子坝组,2163.180932,693,719,26
740,740,,,,,,1924.376896,,,
741,741,424959,2749015.75,730,33.53930664,元古界楼子坝组,3355.971228,662,730,68
742,742,,,,,,924.0631292,,,
743,743,424096.5,2749015.75,577,22.87490463,元古界楼子坝组,1617.756538,565,577,12
744,744,423259,2749028.25,523,30.48649025,元古界楼子坝组,3001.732411,481,523,42
745,745,428246.5,2749028.25,642,27.65556908,泥盆系天瓦岽组,403.3442277,641,642,1
746,746,431234,2749028.25,407,22.66601372,燕山中期二长花岗岩,676.460789,392,407,15
747,747,408159,2749040.75,339,28.65409088,,1478.602206,317,339,22
748,748,433271.5,2749003.25,514,22.05857849,燕山晚期花岗斑岩,1271.925953,500,514,14
749,749,428384,2749028.25,578,39.85733414,泥盆系天瓦岽组,464.34358,571,578,7
750,750,427484,2748990.75,845,26.99034691,泥盆系天瓦岽组,877.9638191,791,845,54
751,751,433421.5,2749053.25,493,17.69586182,燕山晚期花岗斑岩,1800.960858,457,493,36
752,752,424321.5,2749028.25,615,25.0884304,元古界楼子坝组,1396.66483,603,615,12
753,753,409646.5,2749053.25,252,32.87759781,元古界楼子坝组,6389.138823,212,252,40
754,754,426471.5,2749065.75,1018,25.94852829,元古界楼子坝组,9576.61288,905,1018,113
755,755,411859,2749040.75,331,20.9118309,元古界楼子坝组,401.0286291,328,331,3
756,756,432434,2749028.25,491,14.13292122,燕山中期二长花岗岩,1837.970142,483,491,8
757,757,426309,2749078.25,956,40.39385986,元古界楼子坝组,440.645544,939,956,17
758,758,433659,2749065.75,516,20.84626579,燕山晚期花岗斑岩,2237.169927,492,516,24
759,759,424184,2748953.25,626,20.31128311,元古界楼子坝组,2617.990038,577,626,49
760,760,431921.5,2749090.75,417,18.86838341,燕山中期二长花岗岩,3513.410611,392,417,25
761,761,425246.5,2749078.25,722,29.86798286,元古界楼子坝组,4269.766948,665,722,57
762,762,410409,2749090.75,265,27.54367065,元古界楼子坝组,930.6562745,252,265,13
763,763,430734,2748990.75,443,13.24475098,燕山中期二长花岗岩,6592.309945,395,443,48
764,764,424121.5,2749090.75,575,9.631651878,元古界楼子坝组,3204.492572,559,575,16
765,765,426596.5,2749053.25,1035,14.57421589,泥盆系桃子坑组,662.4303516,1020,1035,15
766,766,433459,2749115.75,499,20.31128311,燕山晚期花岗斑岩,2831.461412,471,499,28
767,767,433746.5,2749115.75,535,17.74467087,燕山晚期花岗斑岩,7048.724287,520,535,15
768,768,,,,,,179.912938,,,
769,769,432021.5,2749115.75,427,15.27659416,燕山中期二长花岗岩,745.5739622,408,427,19
770,770,411996.5,2749115.75,324,26.66558266,元古界楼子坝组,764.9506509,311,324,13
771,771,408709,2749115.75,239,26.85581017,侏罗系下村组,717.1847955,233,239,6
772,772,429896.5,2749115.75,473,13.33664417,燕山中期二长花岗岩,1022.565094,461,473,12
773,773,426934,2749128.25,949,32.31153488,泥盆系桃子坑组,5109.405849,813,949,136
774,774,426246.5,2749103.25,915,24.31749344,元古界楼子坝组,625.9388869,880,915,35
775,775,423659,2749128.25,552,22.02210045,元古界楼子坝组,440.1399109,545,552,7
776,776,424296.5,2749140.75,588,7.20912075,元古界楼子坝组,796.4974871,586,588,2
777,777,430246.5,2749140.75,457,23.77129936,燕山中期二长花岗岩,618.148775,442,457,15
778,778,433459,2749153.25,506,19.82702827,燕山晚期花岗斑岩,784.2888487,492,506,14
779,779,431059,2749153.25,426,23.27332687,燕山中期二长花岗岩,881.2719294,400,426,26
780,780,426021.5,2749140.75,786,24.48508453,元古界楼子坝组,672.4017982,768,786,18
781,781,424434,2749140.75,611,16.73424149,元古界楼子坝组,604.3069345,609,611,2
782,782,430146.5,2749165.75,467,18.76292038,燕山中期二长花岗岩,481.2953507,454,467,13
783,783,423371.5,2749140.75,542,21.80140877,元古界楼子坝组,878.2480566,534,542,8
784,784,424621.5,2749115.75,669,29.06082916,元古界楼子坝组,2087.677309,632,669,37
785,785,409034,2749178.25,282,6.50463438,元古界楼子坝组,2321.308058,261,282,21
786,786,432396.5,2749128.25,501,22.4068718,燕山中期二长花岗岩,4596.770044,479,501,22
787,787,433471.5,2749178.25,507,20.36564255,燕山晚期花岗斑岩,512.0726885,500,507,7
788,788,433696.5,2749140.75,532,14.73825932,燕山晚期花岗斑岩,3652.110127,512,532,20
789,789,412259,2749190.75,331,16.18126869,元古界楼子坝组,239.9038833,331,331,0
790,790,431109,2749190.75,426,16.39803696,燕山中期二长花岗岩,153.4854332,426,426,0
791,791,433559,2749190.75,512,24.3595562,燕山晚期花岗斑岩,1004.60589,500,512,12
792,792,423734,2749203.25,530,10.53720379,元古界楼子坝组,842.160409,524,530,6
793,793,433109,2749203.25,516,21.80140877,燕山早期正长花岗岩,142.519422,516,516,0
794,794,,,,,,217.0573974,,,
795,795,408534,2749215.75,287,27.47443199,侏罗系下村组,1015.031035,271,287,16
796,796,430459,2749215.75,433,9.794257164,燕山中期二长花岗岩,209.3896542,433,433,0
797,797,423809,2749215.75,531,20.9118309,元古界楼子坝组,1371.947597,525,531,6
798,798,433534,2749228.25,515,23.17182922,燕山晚期花岗斑岩,998.4209884,504,515,11
799,799,413709,2749228.25,436,22.4068718,石炭系林地组,878.7897187,417,436,19
800,800,423884,2749228.25,537,11.22695827,元古界楼子坝组,809.6299899,533,537,4
801,801,433159,2749228.25,536,17.87400818,燕山晚期花岗斑岩,478.747326,536,536,0
802,802,433296.5,2749240.75,572,7.428549767,燕山晚期花岗斑岩,562.6002401,568,572,4
803,803,409734,2749228.25,253,22.72431755,元古界楼子坝组,517.9309759,247,253,6
804,804,425996.5,2749240.75,791,22.34737206,元古界楼子坝组,1628.575055,745,791,46
805,805,,,,,,49.30141451,,,
806,806,423434,2749253.25,490,23.59602356,元古界楼子坝组,448.357937,485,490,5
807,807,427759,2749253.25,707,13.87336922,泥盆系天瓦岽组,324.7609114,707,707,0
808,808,413996.5,2749240.75,453,30.63040543,石炭系林地组,7657.537918,391,453,62
809,809,433096.5,2749253.25,518,28.84674644,燕山早期正长花岗岩,550.3951383,505,518,13
810,810,411709,2749265.75,288,13.49573326,元古界楼子坝组,945.8872598,285,288,3
811,811,424746.5,2749278.25,652,34.98102951,元古界楼子坝组,203.2955473,652,652,0
812,812,412334,2749265.75,340,12.1561451,元古界楼子坝组,420.8450481,330,340,10
813,813,432946.5,2749253.25,487,13.60805988,燕山早期正长花岗岩,1320.806129,484,487,3
814,814,423496.5,2749290.75,473,18.33317375,元古界楼子坝组,279.9803939,473,473,0
815,815,426334,2749278.25,937,26.56505203,泥盆系桃子坑组,2345.376436,851,937,86
816,816,430959,2749253.25,432,24.48508453,燕山中期二长花岗岩,1094.989634,412,432,20
817,817,431046.5,2749228.25,434,10.68493366,燕山中期二长花岗岩,1847.91026,405,434,29
818,818,408959,2749253.25,258,32.29211044,侏罗系下村组,15390.11377,211,258,47
819,819,411871.5,2749303.25,308,24.51631355,元古界楼子坝组,2245.014136,291,308,17
820,820,424534,2749303.25,570,34.93699265,元古界楼子坝组,375.0795828,561,570,9
821,821,423046.5,2749328.25,565,30.17276382,第四系全新统,1059.681099,529,565,36
822,822,412784,2749315.75,365,16.94235802,元古界楼子坝组,4616.068506,335,365,30
823,823,409734,2749328.25,281,23.89069366,元古界楼子坝组,323.7687939,276,281,5
824,824,430659,2749340.75,427,20.14701271,燕山中期二长花岗岩,1363.058409,415,427,12
825,825,430709,2749340.75,430,23.8365345,燕山中期二长花岗岩,3129.145193,410,430,20
826,826,425471.5,2749340.75,762,15.9794054,元古界楼子坝组,703.2363695,731,762,31
827,827,409821.5,2749340.75,298,18.86838341,元古界楼子坝组,192.126942,298,298,0
828,828,409371.5,2749290.75,257,10.14210606,元古界楼子坝组,5150.301565,253,257,4
829,829,424921.5,2749340.75,700,31.89873886,元古界楼子坝组,380.4408273,695,700,5
830,830,427821.5,2749353.25,695,29.26439667,泥盆系天瓦岽组,1159.12274,685,695,10
831,831,408571.5,2749353.25,309,20.31128311,侏罗系下村组,1045.010222,297,309,12
832,832,,,,,,200.2453242,,,
833,833,423621.5,2749340.75,479,26.22229385,元古界楼子坝组,624.0640869,463,479,16
834,834,433259,2749328.25,579,9.794257164,燕山晚期花岗斑岩,1535.836562,565,579,14
835,835,424859,2749303.25,696,29.61852646,元古界楼子坝组,712.8664835,673,696,23
836,836,424659,2749278.25,615,32.21418381,元古界楼子坝组,4143.654608,574,615,41
837,837,430434,2749365.75,430,14.7992239,燕山中期二长花岗岩,733.3486697,424,430,6
838,838,410559,2749365.75,285,25.99605751,元古界楼子坝组,1834.344031,268,285,17
839,839,424946.5,2749365.75,702,32.53008652,元古界楼子坝组,361.0573554,702,702,0
840,840,407809,2749190.75,378,26.83778763,侏罗系下村组,5103.109353,298,378,80
841,841,424159,2749328.25,565,24.85590172,元古界楼子坝组,1816.313044,521,565,44
842,842,409159,2749390.75,281,22.15543938,侏罗系下村组,519.9599213,276,281,5
843,843,408809,2749365.75,250,17.432621,侏罗系下村组,842.7144377,244,250,6
844,844,427821.5,2749403.25,715,32.26617432,泥盆系天瓦岽组,1054.232647,673,715,42
845,845,424884,2749403.25,664,26.41771317,元古界楼子坝组,222.3353744,659,664,5
846,846,,,,,,214.4928712,,,
847,847,420946.5,2749390.75,348,17.89009285,二叠系栖霞组,854.2081175,343,348,5
848,848,424596.5,2749403.25,544,25.7666378,元古界楼子坝组,567.6967153,544,544,0
849,849,406521.5,2749403.25,193,28.87863731,元古界楼子坝组,2230.321778,169,193,24
850,850,413184,2749390.75,374,23.67294312,元古界楼子坝组,1933.422009,351,374,23
851,851,411321.5,2749403.25,273,9.664408684,元古界楼子坝组,623.6388613,272,273,1
852,852,410871.5,2749415.75,299,15.58519554,元古界楼子坝组,238.8849863,294,299,5
853,853,430996.5,2749415.75,423,24.55785942,燕山中期二长花岗岩,1167.384617,407,423,16
854,854,423696.5,2749340.75,512,30.73752594,元古界楼子坝组,1176.799186,463,512,49
855,855,430246.5,2749415.75,432,14.5535574,燕山中期二长花岗岩,306.9548718,432,432,0
856,856,424846.5,2749415.75,647,21.10684776,元古界楼子坝组,271.3955835,644,647,3
857,857,422709,2749428.25,396,29.07657814,第四系全新统,267.3327263,392,396,4
858,858,431196.5,2749303.25,426,6.45483017,燕山中期二长花岗岩,10890.17709,402,426,24
859,859,430334,2749440.75,455,18.08168221,燕山中期二长花岗岩,1169.728494,430,455,25
860,860,405621.5,2749440.75,192,18.76292038,燕山中期正长花岗岩,831.0339066,180,192,12
861,861,411909,2749428.25,309,28.30319595,元古界楼子坝组,580.9425767,300,309,9
862,862,413746.5,2749415.75,374,18.74779129,石炭系林地组,577.8885878,372,374,2
863,863,430284,2749440.75,445,25.99605751,燕山中期二长花岗岩,366.9394038,436,445,9
864,864,430084,2749440.75,472,33.50925446,燕山中期二长花岗岩,638.8343583,452,472,20
865,865,423146.5,2749428.25,563,35.50566864,第四系全新统,546.8606278,549,563,14
866,866,430321.5,2749465.75,462,17.29910851,燕山中期二长花岗岩,304.3578286,455,462,7
867,867,433059,2749465.75,519,13.67494583,燕山晚期花岗斑岩,2260.045497,492,519,27
868,868,408984,2749465.75,263,1.811248064,侏罗系下村组,1156.311188,258,263,5
869,869,424359,2749353.25,553,32.92753601,元古界楼子坝组,1678.472883,504,553,49
870,870,413946.5,2749465.75,441,18.4572773,石炭系林地组,1272.67329,414,441,27
871,871,424684,2749465.75,583,30.54420662,元古界楼子坝组,1480.481352,558,583,25
872,872,427509,2749465.75,792,20.31128311,泥盆系天瓦岽组,568.1393428,784,792,8
873,873,409871.5,2749465.75,316,24.72297859,元古界楼子坝组,1219.836913,284,316,32
874,874,410871.5,2749478.25,314,17.74467087,元古界楼子坝组,252.6066229,314,314,0
875,875,408759,2749478.25,281,17.87400818,侏罗系下村组,182.9758101,281,281,0
876,876,430171.5,2749478.25,444,23.54085159,燕山中期二长花岗岩,1624.782244,434,444,10
877,877,428646.5,2749478.25,636,26.56505203,泥盆系天瓦岽组,838.568398,623,636,13
878,878,406234,2749490.75,224,19.25354195,元古界楼子坝组,3594.01479,165,224,59
879,879,423346.5,2749215.75,542,29.71724701,元古界楼子坝组,6510.012606,475,542,67
880,880,430571.5,2749465.75,439,13.5182848,燕山中期二长花岗岩,2012.041701,428,439,11
881,881,413409,2749478.25,362,22.34737206,元古界楼子坝组,398.9807975,362,362,0
882,882,427434,2749490.75,808,18.01810646,泥盆系天瓦岽组,188.5510986,808,808,0
883,883,406546.5,2749503.25,247,19.47122002,元古界楼子坝组,845.2583756,236,247,11
884,884,430784,2749428.25,428,25.41632843,燕山中期二长花岗岩,3062.532757,406,428,22
885,885,413709,2749503.25,372,7.641405106,石炭系林地组,529.09332,370,372,2
886,886,409696.5,2749503.25,299,24.48508453,元古界楼子坝组,263.7903947,292,299,7
887,887,424871.5,2749478.25,633,23.27332687,元古界楼子坝组,550.4140774,629,633,4
888,888,430384,2749515.75,439,22.4068718,燕山中期二长花岗岩,435.0363286,439,439,0
889,889,409396.5,2749515.75,331,18.58031464,元古界楼子坝组,5626.01398,263,331,68
890,890,432896.5,2749528.25,537,19.25354195,燕山早期正长花岗岩,1189.728726,521,537,16
891,891,432859,2749528.25,534,14.36605644,燕山早期正长花岗岩,1196.843098,517,534,17
892,892,406484,2749503.25,220,31.27674294,元古界楼子坝组,5629.633564,180,220,40
893,893,409884,2749528.25,325,16.55833817,元古界楼子坝组,597.2093929,298,325,27
894,894,431259,2749540.75,398,13.71932697,燕山中期二长花岗岩,308.995339,395,398,3
895,895,427859,2749540.75,735,23.71673203,泥盆系天瓦岽组,776.0549022,721,735,14
896,896,425696.5,2749528.25,727,25.05828857,元古界楼子坝组,208.372958,723,727,4
897,897,427321.5,2749540.75,861,34.82637787,泥盆系桃子坑组,1629.873062,832,861,29
898,898,,,,,,348.7949429,,,
899,899,427171.5,2749540.75,911,12.77391338,泥盆系桃子坑组,1135.372582,897,911,14
900,900,413634,2749515.75,392,27.12379074,石炭系林地组,1459.70366,370,392,22
901,901,431609,2749540.75,411,10.44746971,燕山中期二长花岗岩,775.1353322,408,411,3
902,902,405559,2749528.25,224,19.98092079,燕山中期正长花岗岩,768.0026164,211,224,13
903,903,408821.5,2749553.25,284,15.21789551,侏罗系下村组,539.2698546,277,284,7
904,904,432934,2749553.25,551,21.41379166,燕山早期正长花岗岩,860.911165,542,551,9
905,905,431359,2749553.25,406,14.57421589,燕山中期二长花岗岩,1092.039586,393,406,13
906,906,427821.5,2749553.25,741,14.30291462,泥盆系天瓦岽组,742.0041509,739,741,2
907,907,405671.5,2749565.75,224,23.39650154,燕山中期正长花岗岩,1731.17887,203,224,21
908,908,431121.5,2749540.75,429,19.79887581,燕山中期二长花岗岩,1478.925885,396,429,33
909,909,411084,2749565.75,334,20.24305534,元古界楼子坝组,2626.60271,296,334,38
910,910,432509,2749578.25,481,15.35444164,燕山早期正长花岗岩,377.2104942,476,481,5
911,911,425034,2749578.25,647,36.73487473,元古界楼子坝组,272.9178037,638,647,9
912,912,430709,2749540.75,445,23.09243584,燕山中期二长花岗岩,3350.161001,420,445,25
913,913,414409,2749578.25,515,31.55006027,石炭系林地组,832.2316968,476,515,39
914,914,423596.5,2749590.75,451,20.36564255,元古界楼子坝组,281.5582751,447,451,4
915,915,406634,2749590.75,223,20.14701271,元古界楼子坝组,255.1511396,223,223,0
916,916,409796.5,2749590.75,340,28.84674644,元古界楼子坝组,165.1849395,340,340,0
917,917,431109,2749565.75,431,20.84626579,燕山中期二长花岗岩,1000.718755,404,431,27
918,918,410146.5,2749603.25,315,20.16077042,元古界楼子坝组,209.9109116,308,315,7
919,919,,,,,,183.7027842,,,
920,920,426821.5,2749565.75,1058,32.60017776,泥盆系桃子坑组,1423.530983,977,1058,81
921,921,413634,2749578.25,364,17.87400818,石炭系林地组,962.1189368,354,364,10
922,922,409946.5,2749603.25,330,27.62121964,元古界楼子坝组,458.4515837,319,330,11
923,923,424921.5,2749603.25,599,24.51631355,元古界楼子坝组,346.6099794,591,599,8
924,924,414771.5,2749603.25,468,26.3435421,石炭系林地组,449.2910905,459,468,9
925,925,406446.5,2749628.25,226,24.27532196,元古界楼子坝组,1825.181828,202,226,24
926,926,424696.5,2749628.25,552,36.74966049,元古界楼子坝组,425.3849516,543,552,9
927,927,425296.5,2749603.25,742,29.49620819,元古界楼子坝组,1281.781545,724,742,18
928,928,427709,2749628.25,790,22.59576225,泥盆系天瓦岽组,467.0539328,790,790,0
929,929,430371.5,2749640.75,457,25.7666378,燕山中期二长花岗岩,1709.633164,435,457,22
930,930,406196.5,2749628.25,249,13.71932697,元古界楼子坝组,5285.92305,199,249,50
931,931,424634,2749640.75,523,14.36605644,元古界楼子坝组,766.4035986,519,523,4
932,932,431609,2749653.25,423,19.1802578,燕山中期二长花岗岩,144.2965207,423,423,0
933,933,406521.5,2749615.75,236,11.22695827,元古界楼子坝组,2026.866577,195,236,41
934,934,405696.5,2749628.25,247,20.14701271,燕山中期正长花岗岩,27231.71182,167,247,80
935,935,424009,2749653.25,499,17.34932709,元古界楼子坝组,691.6962946,491,499,8
936,936,427521.5,2749665.75,860,21.50217438,泥盆系天瓦岽组,195.6640678,860,860,0
937,937,431371.5,2749653.25,422,6.50463438,燕山中期二长花岗岩,767.8060457,418,422,4
938,938,430671.5,2749653.25,425,21.36306,燕山中期二长花岗岩,746.0551812,418,425,7
939,939,426996.5,2749640.75,949,25.37693405,泥盆系桃子坑组,1761.489261,924,949,25
940,940,424446.5,2749665.75,472,34.74291992,元古界楼子坝组,2403.616902,453,472,19
941,941,414659,2749678.25,450,16.61135101,石炭系林地组,258.6985194,447,450,3
942,942,433184,2749565.75,586,12.45698929,燕山晚期花岗斑岩,6666.698345,552,586,34
943,943,406459,2749653.25,232,14.73825932,元古界楼子坝组,1986.187006,206,232,26
944,944,428146.5,2749690.75,703,20.47377586,泥盆系天瓦岽组,228.1892736,699,703,4
945,945,405609,2749690.75,264,22.3830986,燕山中期正长花岗岩,4574.961445,217,264,47
946,946,406759,2749678.25,185,26.48233604,元古界楼子坝组,661.1463621,177,185,8
947,947,406409,2749690.75,218,21.04211807,元古界楼子坝组,707.8936396,209,218,9
948,948,409984,2749690.75,377,31.79891396,元古界楼子坝组,531.6369632,354,377,23
949,949,424271.5,2749578.25,503,18.64143944,元古界楼子坝组,4218.101986,452,503,51
950,950,423534,2749640.75,485,33.8250351,元古界楼子坝组,1499.598822,457,485,28
951,951,424834,2749715.75,554,19.48561859,元古界楼子坝组,183.4677752,554,554,0
952,952,406384,2749715.75,209,17.23186493,元古界楼子坝组,1527.846155,203,209,6
953,953,406671.5,2749703.25,187,17.24870682,元古界楼子坝组,684.1233981,183,187,4
954,954,423296.5,2749615.75,528,32.65096664,第四系全新统,1687.312864,480,528,48
955,955,407609,2749665.75,223,23.77129936,侏罗系下村组,3775.375804,198,223,25
956,956,410059,2749728.25,386,34.63097,元古界楼子坝组,476.6088527,366,386,20
957,957,427909,2749728.25,779,24.72297859,泥盆系天瓦岽组,359.8171501,773,779,6
958,958,431071.5,2749728.25,421,23.59602356,燕山中期二长花岗岩,1414.856783,404,421,17
959,959,423859,2749678.25,483,23.39650154,元古界楼子坝组,2858.764963,462,483,21
960,960,423184,2749690.75,473,28.62176323,第四系全新统,581.0461373,443,473,30
961,961,429946.5,2749740.75,512,16.25391769,燕山中期二长花岗岩,997.6185899,496,512,16
962,962,405796.5,2749728.25,243,29.24882698,燕山中期正长花岗岩,1199.672529,210,243,33
963,963,414246.5,2749728.25,445,28.45916367,石炭系林地组,919.8342734,431,445,14
964,964,424684,2749753.25,557,31.55006027,元古界楼子坝组,1865.173767,508,557,49
965,965,427234,2749753.25,859,19.25354195,泥盆系桃子坑组,1418.427902,845,859,14
966,966,430709,2749765.75,439,18.2550602,燕山中期二长花岗岩,2643.70644,419,439,20
967,967,429571.5,2749753.25,525,12.38254929,燕山中期二长花岗岩,1822.548024,502,525,23
968,968,427109,2749715.75,896,24.3595562,泥盆系桃子坑组,2658.478438,876,896,20
969,969,426609,2749753.25,1009,24.28587532,泥盆系桃子坑组,504.1507051,1000,1009,9
970,970,405771.5,2749753.25,251,20.84626579,燕山中期正长花岗岩,454.1432175,239,251,12
971,971,406246.5,2749765.75,241,25.0884304,元古界楼子坝组,1204.661914,221,241,20
972,972,405696.5,2749790.75,262,13.54079247,燕山中期正长花岗岩,974.9082512,255,262,7
973,973,425059,2749790.75,593,33.9894371,元古界楼子坝组,206.3365014,593,593,0
974,974,433084,2749803.25,628,20.52755356,燕山晚期花岗斑岩,1295.409658,604,628,24
975,975,407484,2749803.25,172,15.020257,侏罗系下村组,296.3155124,170,172,2
976,976,424159,2749778.25,479,26.25969696,元古界楼子坝组,5274.812623,431,479,48
977,977,411234,2749803.25,340,23.0354805,元古界楼子坝组,1290.955529,295,340,45
978,978,424559,2749803.25,495,21.45173264,元古界楼子坝组,3685.10946,454,495,41
979,979,411809,2749778.25,301,19.25354195,元古界楼子坝组,755.3825104,295,301,6
980,980,427384,2749803.25,828,12.60438251,泥盆系天瓦岽组,209.3843367,828,828,0
981,981,432996.5,2749815.75,643,24.20125389,燕山晚期花岗斑岩,782.6260355,620,643,23
982,982,412234,2749815.75,301,12.96458817,元古界楼子坝组,830.2825565,291,301,10
983,983,426584,2749778.25,1001,27.13265038,泥盆系桃子坑组,644.4173037,982,1001,19
984,984,429584,2749790.75,521,15.86798096,燕山中期二长花岗岩,1067.747718,509,521,12
985,985,424884,2749815.75,524,4.714065075,元古界楼子坝组,199.7297424,524,524,0
986,986,424959,2749815.75,548,22.3830986,元古界楼子坝组,236.8299475,543,548,5
987,987,426646.5,2749728.25,1018,30.34860039,泥盆系桃子坑组,808.9841756,974,1018,44
988,988,430934,2749815.75,415,19.48561859,燕山中期二长花岗岩,271.777784,415,415,0
989,989,430646.5,2749815.75,447,22.34737206,燕山中期二长花岗岩,1875.629054,436,447,11
990,990,430159,2749828.25,463,6.45483017,燕山中期二长花岗岩,1316.175134,453,463,10
991,991,427409,2749815.75,824,9.365159035,泥盆系天瓦岽组,491.4423685,820,824,4
992,992,427521.5,2749828.25,806,10.88807678,泥盆系天瓦岽组,551.5853877,798,806,8
993,993,405321.5,2749828.25,240,28.30319595,燕山中期正长花岗岩,372.3069833,229,240,11
994,994,411796.5,2749828.25,303,23.87987709,元古界楼子坝组,450.3067045,298,303,5
995,995,406646.5,2749815.75,188,10.74340343,元古界楼子坝组,1225.92508,181,188,7
996,996,411096.5,2749840.75,354,29.64896393,元古界楼子坝组,324.7706546,354,354,0
997,997,424634,2749828.25,515,19.52872849,元古界楼子坝组,554.465639,501,515,14
998,998,423721.5,2749853.25,453,24.48508453,元古界楼子坝组,745.5571956,437,453,16
999,999,423521.5,2749840.75,422,23.59602356,元古界楼子坝组,364.9018138,419,422,3
1000,1000,427859,2749853.25,754,5.174241543,泥盆系天瓦岽组,150.9374896,754,754,0
1001,1001,424371.5,2749853.25,466,22.66601372,元古界楼子坝组,677.3546422,454,466,12
1002,1002,,,,,,178.8234632,,,
1003,1003,423559,2749853.25,413,28.81479263,元古界楼子坝组,274.6956727,413,413,0
1004,1004,412271.5,2749853.25,300,23.0354805,元古界楼子坝组,981.7692449,288,300,12
1005,1005,410709,2749840.75,343,28.45916367,元古界楼子坝组,777.6216378,327,343,16
1006,1006,414184,2749865.75,378,23.39650154,石炭系林地组,780.9372087,367,378,11
1007,1007,414821.5,2749865.75,416,26.37139702,石炭系林地组,1317.862137,401,416,15
