point_id,landslide_id,x,y,pt_elev,pt_slope,pt_lith,area_m2,z_min,z_max,relief_m
3248,3248,415146.5,2755178.25,368,24.09484291,元古界楼子坝组,1885.801412,324,368,44
3249,3249,409571.5,2755128.25,214,22.15543938,元古界楼子坝组,1152.783082,198,214,16
3250,3250,427234,2755178.25,443,12.20686531,元古界楼子坝组,437.3776396,441,443,2
3251,3251,427334,2755190.75,490,36.41113281,元古界楼子坝组,758.4139709,451,490,39
3252,3252,408046.5,2755190.75,227,30.54420662,燕山中期二长花岗岩,819.7509028,204,227,23
3253,3253,408659,2755190.75,258,20.67446327,燕山中期二长花岗岩,3623.360518,192,258,66
3254,3254,416171.5,2755178.25,486,34.45023727,元古界楼子坝组,1670.849761,440,486,46
3255,3255,413984,2755190.75,313,17.29910851,元古界楼子坝组,2696.722807,302,313,11
3256,3256,408396.5,2755190.75,281,13.33664417,燕山中期二长花岗岩,6002.965979,234,281,47
3257,3257,408596.5,2755165.75,255,12.60438251,燕山中期二长花岗岩,2313.71434,240,255,15
3258,3258,425959,2755190.75,384,17.16429329,元古界楼子坝组,356.3245191,384,384,0
3259,3259,408984,2755165.75,212,18.08168221,燕山中期二长花岗岩,1769.250099,197,212,15
3260,3260,416609,2755190.75,542,29.00559235,元古界楼子坝组,1471.151063,501,542,41
3261,3261,408321.5,2755190.75,276,24.88642311,燕山中期二长花岗岩,1529.265693,232,276,44
3262,3262,408734,2755203.25,230,34.74291992,燕山中期二长花岗岩,1340.686997,195,230,35
3263,3263,410221.5,2755078.25,306,27.54367065,元古界楼子坝组,8990.057618,183,306,123
3264,3264,406984,2755203.25,241,7.20912075,燕山中期二长花岗岩,1243.593028,221,241,20
3265,3265,407471.5,2755215.75,220,18.74779129,燕山中期二长花岗岩,349.030901,217,220,3
3266,3266,431034,2755215.75,494,8.089084625,燕山中期二长花岗岩,265.6267579,493,494,1
3267,3267,416146.5,2755215.75,486,37.88098907,元古界楼子坝组,1245.227151,434,486,52
3268,3268,417359,2755215.75,480,21.04211807,元古界楼子坝组,374.9319328,474,480,6
3269,3269,414559,2755228.25,387,25.37693405,元古界楼子坝组,333.2784194,381,387,6
3270,3270,431234,2755228.25,496,6.50463438,燕山中期二长花岗岩,315.1408507,495,496,1
3271,3271,415084,2755240.75,366,32.06378555,元古界楼子坝组,863.56029,334,366,32
3272,3272,416584,2755240.75,552,19.25354195,元古界楼子坝组,539.6602026,535,552,17
3273,3273,418909,2755228.25,572,29.12373352,二叠系文笔山组,376.9619543,566,572,6
3274,3274,407946.5,2755228.25,259,10.04852962,燕山中期二长花岗岩,677.097308,246,259,13
3275,3275,415171.5,2755253.25,388,20.95103264,元古界楼子坝组,917.9731257,329,388,59
3276,3276,425871.5,2755253.25,419,35.39887619,元古界楼子坝组,748.9534137,372,419,47
3277,3277,415384,2755215.75,348,21.01614952,元古界楼子坝组,1011.035709,337,348,11
3278,3278,417059,2755228.25,522,22.19160652,元古界楼子坝组,997.787381,515,522,7
3279,3279,408409,2755228.25,282,15.27659416,燕山中期二长花岗岩,4274.697931,242,282,40
3280,3280,407471.5,2755253.25,228,17.63051605,燕山中期二长花岗岩,362.5824174,226,228,2
3281,3281,423896.5,2755215.75,330,10.41737175,二叠系栖霞组,1031.303061,327,330,3
3282,3282,427646.5,2755253.25,573,25.7666378,元古界楼子坝组,4248.537778,520,573,53
3283,3283,409246.5,2755240.75,213,14.73825932,燕山中期二长花岗岩,528.88761,209,213,4
3284,3284,414121.5,2755253.25,343,12.1561451,元古界楼子坝组,2281.124626,332,343,11
3285,3285,421234,2755253.25,378,28.95017052,二叠系文笔山组,1495.251124,334,378,44
3286,3286,410721.5,2755178.25,331,19.86915779,元古界楼子坝组,2061.097496,287,331,44
3287,3287,409759,2755190.75,239,18.9879818,元古界楼子坝组,3259.854092,189,239,50
3288,3288,402059,2755265.75,297,20.24305534,燕山中期正长花岗岩,806.9238543,291,297,6
3289,3289,414759,2755240.75,380,18.88338852,元古界楼子坝组,1600.843375,351,380,29
3290,3290,407259,2755278.25,225,31.55006027,燕山中期二长花岗岩,1114.464536,197,225,28
3291,3291,409671.5,2755215.75,232,14.06855583,元古界楼子坝组,1882.832259,202,232,30
3292,3292,414621.5,2755278.25,362,27.13265038,元古界楼子坝组,270.2783703,357,362,5
3293,3293,414946.5,2755265.75,348,20.59450722,元古界楼子坝组,1718.199526,338,348,10
3294,3294,434621.5,2755265.75,516,23.04688835,加里东期二长花岗岩,625.1847125,507,516,9
3295,3295,429446.5,2755278.25,639,26.44544029,燕山中期二长花岗岩,603.0081317,628,639,11
3296,3296,408946.5,2755228.25,195,18.2550602,燕山中期二长花岗岩,1700.368598,183,195,12
3297,3297,413846.5,2755290.75,323,21.89988136,白垩系沙县组,1244.200329,312,323,11
3298,3298,414259,2755290.75,340,14.36605644,元古界楼子坝组,1115.662815,333,340,7
3299,3299,435946.5,2755278.25,558,18.2550602,燕山早期正长花岗岩,426.7293269,554,558,4
3300,3300,417471.5,2755240.75,484,9.761969566,元古界楼子坝组,3869.932628,463,484,21
3301,3301,429271.5,2755240.75,683,26.11899185,燕山晚期花岗斑岩,3092.265707,641,683,42
3302,3302,415596.5,2755303.25,436,29.5651226,元古界楼子坝组,340.8952555,431,436,5
3303,3303,415121.5,2755303.25,393,25.37693405,元古界楼子坝组,643.1792635,370,393,23
3304,3304,397271.5,2755303.25,297,12.38254929,白垩系寨下组上段,1167.078499,287,297,10
3305,3305,406471.5,2755303.25,200,23.74949455,燕山中期二长花岗岩,521.6465776,195,200,5
3306,3306,412196.5,2755240.75,322,21.50217438,元古界楼子坝组,4473.366863,258,322,64
3307,3307,415384,2755315.75,356,30.97779465,元古界楼子坝组,319.6988646,348,356,8
3308,3308,417934,2755315.75,556,22.80558205,石炭系林地组,216.422474,551,556,5
3309,3309,407396.5,2755315.75,267,35.59059906,燕山中期二长花岗岩,2944.842907,202,267,65
3310,3310,411759,2755315.75,305,17.432621,元古界楼子坝组,458.2597539,300,305,5
3311,3311,408071.5,2755315.75,212,20.80679131,燕山中期二长花岗岩,230.9477623,212,212,0
3312,3312,425996.5,2755315.75,387,25.71843338,元古界楼子坝组,613.1752856,381,387,6
3313,3313,397346.5,2755315.75,298,10.88807678,白垩系寨下组上段,2120.244912,276,298,22
3314,3314,411209,2755303.25,335,7.25356102,元古界楼子坝组,710.7611358,324,335,11
3315,3315,416759,2755303.25,531,16.08989334,元古界楼子坝组,574.9958923,516,531,15
3316,3316,408046.5,2755328.25,216,23.14918709,燕山中期二长花岗岩,443.1794632,211,216,5
3317,3317,417721.5,2755290.75,513,24.3595562,元古界楼子坝组,1698.358828,497,513,16
3318,3318,426809,2755315.75,425,34.77078629,元古界楼子坝组,609.6195315,418,425,7
3319,3319,426996.5,2755278.25,438,26.63822556,元古界楼子坝组,3955.408401,420,438,18
3320,3320,417934,2755340.75,567,24.65094757,石炭系林地组,242.3315825,561,567,6
3321,3321,425496.5,2755340.75,390,17.24870682,二叠系栖霞组,250.9541358,386,390,4
3322,3322,427859,2755340.75,576,23.71673203,元古界楼子坝组,1160.350516,556,576,20
3323,3323,411396.5,2755340.75,347,21.71472931,元古界楼子坝组,873.8458878,311,347,36
3324,3324,415246.5,2755340.75,387,28.03713417,元古界楼子坝组,2676.63651,350,387,37
3325,3325,415021.5,2755340.75,369,25.57295418,元古界楼子坝组,211.8524903,369,369,0
3326,3326,397284,2755340.75,303,3.237688065,白垩系寨下组上段,1012.107437,300,303,3
3327,3327,416109,2755340.75,489,29.65656471,元古界楼子坝组,753.9283941,471,489,18
3328,3328,418846.5,2755240.75,570,18.01810646,二叠系文笔山组,1657.711735,533,570,37
3329,3329,430484,2755303.25,516,19.82702827,燕山中期二长花岗岩,1098.033828,502,516,14
3330,3330,416921.5,2755290.75,514,23.54085159,元古界楼子坝组,1921.392603,493,514,21
3331,3331,418271.5,2755353.25,642,31.79223633,石炭系林地组,362.1469158,634,642,8
3332,3332,411671.5,2755340.75,311,10.74340343,元古界楼子坝组,529.3855271,309,311,2
3333,3333,411496.5,2755278.25,351,2.918994904,元古界楼子坝组,1552.08968,335,351,16
3334,3334,407959,2755353.25,226,19.47122002,燕山中期二长花岗岩,1293.004359,216,226,10
3335,3335,409371.5,2755353.25,234,7.25356102,元古界楼子坝组,1755.832597,190,234,44
3336,3336,415996.5,2755353.25,479,18.58031464,元古界楼子坝组,2004.797774,405,479,74
3337,3337,426459,2755315.75,414,36.05503082,元古界楼子坝组,2068.900344,399,414,15
3338,3338,415559,2755353.25,444,29.68693352,元古界楼子坝组,464.1608908,423,444,21
3339,3339,434546.5,2755353.25,499,11.14330101,加里东期二长花岗岩,311.0521518,497,499,2
3340,3340,434971.5,2755290.75,521,3.237688065,燕山早期正长花岗岩,4885.42031,507,521,14
3341,3341,429184,2755365.75,649,12.38254929,燕山晚期花岗斑岩,477.5273096,647,649,2
3342,3342,425934,2755365.75,457,32.97732544,元古界楼子坝组,327.1616833,443,457,14
3343,3343,418096.5,2755365.75,599,20.47377586,石炭系林地组,1425.030051,585,599,14
3344,3344,410909,2755365.75,273,33.42481232,元古界楼子坝组,1167.496321,253,273,20
3345,3345,416259,2755365.75,574,15.81191254,元古界楼子坝组,277.3875474,567,574,7
3346,3346,414671.5,2755365.75,362,18.27071571,元古界楼子坝组,642.1627468,357,362,5
3347,3347,410596.5,2755303.25,284,21.61506844,元古界楼子坝组,9174.896724,260,284,24
3348,3348,413071.5,2755365.75,247,15.52789307,白垩系沙县组,1540.896898,238,247,9
3349,3349,412071.5,2755378.25,274,27.12379074,元古界楼子坝组,213.3787262,274,274,0
3350,3350,426559,2755378.25,408,22.67769241,元古界楼子坝组,328.176268,405,408,3
3351,3351,413484,2755378.25,309,12.38254929,白垩系沙县组,7049.756824,237,309,72
3352,3352,414934,2755378.25,375,22.59576225,元古界楼子坝组,344.9571228,372,375,3
3353,3353,,,,,,236.240797,,,
3354,3354,416934,2755365.75,496,20.67446327,元古界楼子坝组,876.6899146,474,496,22
3355,3355,436021.5,2755390.75,552,11.22695827,燕山早期正长花岗岩,331.7077688,551,552,1
3356,3356,426221.5,2755315.75,422,34.53520584,元古界楼子坝组,4807.847532,389,422,33
3357,3357,414321.5,2755390.75,348,12.1561451,元古界楼子坝组,738.1809981,341,348,7
3358,3358,416784,2755390.75,492,30.01735878,元古界楼子坝组,305.1623546,492,492,0
3359,3359,410646.5,2755340.75,302,2.290610075,元古界楼子坝组,2023.052016,248,302,54
3360,3360,408009,2755403.25,252,25.66039658,燕山中期二长花岗岩,550.6950996,239,252,13
3361,3361,408296.5,2755290.75,271,15.21789551,燕山中期二长花岗岩,4918.717808,237,271,34
3362,3362,435634,2755403.25,538,18.9879818,燕山早期正长花岗岩,298.444846,538,538,0
3363,3363,429246.5,2755390.75,654,10.68493366,燕山中期二长花岗岩,1705.156261,643,654,11
3364,3364,404371.5,2755415.75,271,22.19160652,燕山中期正长花岗岩,711.1607273,249,271,22
3365,3365,409321.5,2755403.25,243,11.52797318,燕山中期二长花岗岩,344.2094443,241,243,2
3366,3366,408109,2755415.75,265,23.27332687,燕山中期二长花岗岩,2888.298429,208,265,57
3367,3367,416546.5,2755378.25,547,26.3435421,元古界楼子坝组,746.3018128,515,547,32
3368,3368,409684,2755328.25,217,20.48723793,元古界楼子坝组,3683.670058,190,217,27
3369,3369,410371.5,2755415.75,270,21.89988136,元古界楼子坝组,687.8966507,257,270,13
3370,3370,409134,2755415.75,230,24.44334984,燕山中期二长花岗岩,853.526652,221,230,9
3371,3371,409946.5,2755415.75,188,8.206727028,元古界楼子坝组,441.4954563,187,188,1
3372,3372,430321.5,2755428.25,500,9.090276718,燕山中期二长花岗岩,163.1831569,500,500,0
3373,3373,407546.5,2755415.75,256,24.3595562,燕山中期二长花岗岩,5637.662862,221,256,35
3374,3374,411359,2755415.75,344,28.30319595,元古界楼子坝组,1519.056668,326,344,18
3375,3375,430271.5,2755428.25,513,10.53720379,燕山中期二长花岗岩,662.6761878,510,513,3
3376,3376,411046.5,2755278.25,328,12.84579372,元古界楼子坝组,7048.662071,276,328,52
3377,3377,412821.5,2755440.75,261,21.89988136,白垩系沙县组,185.4350901,261,261,0
3378,3378,436334,2755415.75,574,18.08168221,燕山早期正长花岗岩,628.4396967,569,574,5
3379,3379,406084,2755453.25,244,29.24882698,燕山中期二长花岗岩,1647.127177,201,244,43
3380,3380,416184,2755390.75,535,25.0884304,元古界楼子坝组,2171.339875,512,535,23
3381,3381,410596.5,2755415.75,280,24.3595562,元古界楼子坝组,507.5385294,266,280,14
3382,3382,431571.5,2755403.25,518,10.14210606,燕山中期二长花岗岩,3363.130654,504,518,14
3383,3383,414384,2755453.25,355,14.1969471,元古界楼子坝组,428.2753236,352,355,3
3384,3384,415996.5,2755428.25,482,23.8365345,元古界楼子坝组,1604.034877,432,482,50
3385,3385,412559,2755415.75,226,22.34737206,元古界楼子坝组,1739.329741,215,226,11
3386,3386,403596.5,2755403.25,272,7.599333286,燕山中期正长花岗岩,1441.374652,258,272,14
3387,3387,417584,2755453.25,512,22.04642868,元古界楼子坝组,664.1712266,503,512,9
3388,3388,419709,2755440.75,610,22.96686172,二叠系童子岩组,1913.397224,589,610,21
3389,3389,409296.5,2755453.25,250,12.20686531,燕山中期二长花岗岩,2948.722474,231,250,19
3390,3390,435209,2755390.75,545,18.01810646,燕山早期正长花岗岩,1394.444553,525,545,20
3391,3391,410009,2755465.75,193,4.916665554,元古界楼子坝组,581.2061906,192,193,1
3392,3392,413709,2755465.75,348,12.74985123,白垩系沙县组,5312.280533,305,348,43
3393,3393,409046.5,2755465.75,230,18.31758499,燕山中期二长花岗岩,1492.843775,195,230,35
3394,3394,411521.5,2755453.25,331,28.06226158,元古界楼子坝组,786.4511191,316,331,15
3395,3395,415734,2755478.25,461,23.14918709,元古界楼子坝组,1387.949291,439,461,22
3396,3396,409959,2755478.25,186,8.398939133,元古界楼子坝组,457.2429576,185,186,1
3397,3397,411296.5,2755440.75,315,27.2121563,元古界楼子坝组,1302.117248,300,315,15
3398,3398,434634,2755465.75,502,20.31128311,加里东期二长花岗岩,851.3857787,497,502,5
3399,3399,434784,2755478.25,497,13.54079247,加里东期二长花岗岩,746.3951391,494,497,3
3400,3400,409396.5,2755478.25,236,17.74467087,燕山中期二长花岗岩,1374.878654,211,236,25
3401,3401,417234,2755440.75,433,13.54079247,元古界楼子坝组,2504.588166,422,433,11
3402,3402,408521.5,2755490.75,304,12.60438251,燕山中期二长花岗岩,1344.099078,262,304,42
3403,3403,408196.5,2755490.75,288,12.18153477,燕山中期二长花岗岩,4823.970268,227,288,61
3404,3404,408371.5,2755490.75,267,21.72714233,燕山中期二长花岗岩,987.552962,258,267,9
3405,3405,401584,2755490.75,303,6.88967514,燕山中期正长花岗岩,1057.63235,295,303,8
3406,3406,414696.5,2755503.25,391,19.00286293,元古界楼子坝组,548.1342717,380,391,11
3407,3407,403009,2755478.25,287,21.61506844,燕山中期正长花岗岩,512.1284953,276,287,11
3408,3408,409334,2755490.75,252,15.96090031,燕山中期二长花岗岩,1324.988485,237,252,15
3409,3409,412934,2755515.75,283,19.68572998,白垩系沙县组,904.8169001,265,283,18
3410,3410,428396.5,2755515.75,708,18.2550602,燕山晚期花岗斑岩,1262.391596,695,708,13
3411,3411,408921.5,2755528.25,266,24.20125389,燕山中期二长花岗岩,3183.620736,196,266,70
3412,3412,417621.5,2755528.25,535,13.12884617,元古界楼子坝组,227.5959888,535,535,0
3413,3413,410621.5,2755515.75,241,27.68984604,元古界楼子坝组,372.9042906,236,241,5
3414,3414,410946.5,2755515.75,248,25.0884304,元古界楼子坝组,866.7207949,242,248,6
3415,3415,401934,2755528.25,376,1.145762801,燕山中期正长花岗岩,397.3077448,372,376,4
3416,3416,406134,2755528.25,267,27.62121964,燕山中期二长花岗岩,460.8059376,256,267,11
3417,3417,408159,2755515.75,277,24.20125389,燕山中期二长花岗岩,756.4292625,264,277,13
3418,3418,418809,2755353.25,568,23.8365345,二叠系文笔山组,9551.920644,486,568,82
3419,3419,413096.5,2755503.25,264,31.31115723,白垩系沙县组,1458.57521,243,264,21
3420,3420,415334,2755540.75,429,16.82134438,元古界楼子坝组,329.6648262,419,429,10
3421,3421,404146.5,2755515.75,290,20.7804184,燕山中期正长花岗岩,814.5245852,271,290,19
3422,3422,429134,2755528.25,706,16.08989334,燕山中期二长花岗岩,3467.297271,662,706,44
3423,3423,410784,2755540.75,215,22.98976707,元古界楼子坝组,353.0899636,215,215,0
3424,3424,409234,2755540.75,245,13.05873871,燕山中期二长花岗岩,1614.064365,237,245,8
3425,3425,408034,2755540.75,258,19.25354195,燕山中期二长花岗岩,518.7184707,254,258,4
3426,3426,401296.5,2755540.75,316,19.82702827,燕山中期正长花岗岩,2480.896366,298,316,18
3427,3427,408571.5,2755528.25,308,16.55833817,燕山中期二长花岗岩,4170.578686,259,308,49
3428,3428,415521.5,2755490.75,442,14.5535574,元古界楼子坝组,1145.424632,421,442,21
3429,3429,434546.5,2755528.25,491,4.044691086,加里东期二长花岗岩,573.6803839,489,491,2
3430,3430,404546.5,2755553.25,249,17.87400818,燕山中期正长花岗岩,1095.883719,241,249,8
3431,3431,408146.5,2755553.25,260,27.65556908,燕山中期二长花岗岩,368.3344897,256,260,4
3432,3432,402996.5,2755528.25,266,23.14918709,燕山中期正长花岗岩,881.7115099,257,266,9
3433,3433,407646.5,2755528.25,310,11.14330101,燕山中期二长花岗岩,1260.458557,304,310,6
3434,3434,413971.5,2755553.25,370,13.12884617,白垩系沙县组,1519.532122,346,370,24
3435,3435,411534,2755540.75,310,36.12688446,元古界楼子坝组,2155.106793,282,310,28
3436,3436,411884,2755453.25,308,16.55833817,元古界楼子坝组,3364.584318,240,308,68
3437,3437,406471.5,2755553.25,205,22.05857849,燕山中期二长花岗岩,2775.581648,192,205,13
3438,3438,411121.5,2755490.75,296,17.74467087,元古界楼子坝组,3381.022246,256,296,40
3439,3439,417921.5,2755478.25,603,29.51154709,石炭系林地组,12873.92612,526,603,77
3440,3440,414609,2755553.25,405,13.54079247,元古界楼子坝组,3065.980367,384,405,21
3441,3441,431646.5,2755565.75,493,8.049467087,燕山中期二长花岗岩,1150.803598,489,493,4
3442,3442,406534,2755565.75,194,14.30291462,燕山中期二长花岗岩,301.7833197,191,194,3
3443,3443,417809,2755578.25,601,37.04253006,元古界楼子坝组,609.1210034,579,601,22
3444,3444,411396.5,2755528.25,315,15.73677826,元古界楼子坝组,808.8004603,288,315,27
3445,3445,418284,2755565.75,639,36.5812912,石炭系林地组,651.2857472,624,639,15
3446,3446,405084,2755578.25,241,31.8921032,燕山中期二长花岗岩,2905.580291,214,241,27
3447,3447,,,,,,198.3192069,,,
3448,3448,426884,2755578.25,517,40.7985878,元古界楼子坝组,7681.071358,407,517,110
3449,3449,408234,2755578.25,281,28.26190567,燕山中期二长花岗岩,331.3157791,265,281,16
3450,3450,402896.5,2755590.75,288,4.573921204,燕山中期正长花岗岩,2768.428197,268,288,20
3451,3451,410234,2755578.25,234,28.08734894,元古界楼子坝组,1599.31734,191,234,43
3452,3452,417659,2755590.75,553,20.95103264,元古界楼子坝组,206.7656973,547,553,6
3453,3453,409346.5,2755453.25,250,14.61543083,燕山中期二长花岗岩,12501.12235,186,250,64
3454,3454,415834,2755590.75,515,39.17950821,元古界楼子坝组,2020.387405,429,515,86
3455,3455,428221.5,2755578.25,735,18.88338852,燕山晚期花岗斑岩,10048.1698,586,735,149
3456,3456,423321.5,2755565.75,334,20.59450722,二叠系栖霞组,1877.848377,322,334,12
3457,3457,411859,2755565.75,298,29.12373352,元古界楼子坝组,2260.770179,256,298,42
3458,3458,430021.5,2755490.75,554,14.13292122,燕山中期二长花岗岩,6744.649578,526,554,28
3459,3459,404184,2755603.25,281,4.573921204,燕山中期正长花岗岩,909.422747,268,281,13
3460,3460,411984,2755565.75,250,21.50217438,元古界楼子坝组,1195.412979,225,250,25
3461,3461,406459,2755590.75,212,22.87490463,燕山中期二长花岗岩,329.2172452,205,212,7
3462,3462,417096.5,2755615.75,422,36.93089676,元古界楼子坝组,843.8299282,412,422,10
3463,3463,430646.5,2755615.75,515,20.14701271,燕山中期二长花岗岩,1244.908177,504,515,11
3464,3464,411284,2755615.75,279,21.82608604,元古界楼子坝组,419.6400238,270,279,9
3465,3465,408946.5,2755615.75,287,17.432621,燕山中期二长花岗岩,6424.32077,238,287,49
3466,3466,417709,2755615.75,582,31.99796486,元古界楼子坝组,434.8680307,582,582,0
3467,3467,411071.5,2755565.75,255,38.31097031,元古界楼子坝组,2788.599794,219,255,36
3468,3468,424459,2755603.25,348,25.99605751,二叠系栖霞组,735.6912134,334,348,14
3469,3469,413909,2755615.75,355,26.22229385,白垩系沙县组,641.6437896,335,355,20
3470,3470,,,,,,277.8072673,,,
3471,3471,410634,2755565.75,227,19.1213665,元古界楼子坝组,1349.356282,206,227,21
3472,3472,416946.5,2755590.75,415,24.51631355,元古界楼子坝组,1936.591266,401,415,14
3473,3473,410984,2755578.25,232,29.68693352,元古界楼子坝组,1313.789966,198,232,34
3474,3474,418684,2755615.75,590,36.12688446,石炭系林地组,508.5210335,580,590,10
3475,3475,430121.5,2755615.75,535,14.1969471,燕山中期二长花岗岩,545.5876085,531,535,4
3476,3476,418759,2755628.25,543,23.94466972,石炭系林地组,1899.995967,505,543,38
3477,3477,418696.5,2755528.25,580,39.69471741,石炭系林地组,8024.537417,477,580,103
3478,3478,428496.5,2755603.25,708,12.60438251,燕山晚期花岗斑岩,2379.542403,694,708,14
3479,3479,411259,2755640.75,267,24.65094757,元古界楼子坝组,527.8513816,264,267,3
3480,3480,409059,2755640.75,257,22.44246292,燕山中期二长花岗岩,648.2626458,249,257,8
3481,3481,430909,2755640.75,516,17.34932709,燕山中期二长花岗岩,2459.932091,502,516,14
3482,3482,425484,2755640.75,415,10.44746971,二叠系栖霞组,433.3274732,414,415,1
3483,3483,420834,2755653.25,361,28.81479263,二叠系童子岩组,1086.956326,350,361,11
3484,3484,411121.5,2755603.25,239,28.54879189,元古界楼子坝组,2617.151227,209,239,30
3485,3485,415359,2755640.75,441,13.05873871,元古界楼子坝组,1067.870663,420,441,21
3486,3486,411484,2755653.25,276,21.31215858,元古界楼子坝组,871.2834513,266,276,10
3487,3487,413196.5,2755653.25,276,30.17276382,白垩系沙县组,1658.221831,248,276,28
3488,3488,418346.5,2755603.25,633,21.82608604,石炭系林地组,885.9884316,597,633,36
3489,3489,421634,2755653.25,354,28.95017052,二叠系文笔山组,1151.667625,334,354,20
3490,3490,434871.5,2755653.25,503,20.84626579,加里东期二长花岗岩,344.7355325,503,503,0
3491,3491,404196.5,2755653.25,278,18.20798302,燕山中期正长花岗岩,1549.650138,248,278,30
3492,3492,412546.5,2755653.25,222,24.72297859,元古界楼子坝组,173.7476143,222,222,0
3493,3493,407984,2755653.25,290,21.92440224,燕山中期二长花岗岩,6392.758689,246,290,44
3494,3494,418034,2755653.25,587,26.99034691,石炭系林地组,337.0677241,579,587,8
3495,3495,409346.5,2755603.25,233,12.96458817,燕山中期二长花岗岩,1195.350637,220,233,13
3496,3496,411271.5,2755665.75,273,32.21418381,元古界楼子坝组,3294.630114,249,273,24
3497,3497,426321.5,2755678.25,551,28.43463516,元古界楼子坝组,1611.897842,475,551,76
3498,3498,417534,2755603.25,528,21.71472931,元古界楼子坝组,3660.934565,489,528,39
3499,3499,411646.5,2755640.75,290,29.07657814,元古界楼子坝组,1344.263818,267,290,23
3500,3500,412684,2755665.75,237,20.47377586,元古界楼子坝组,1426.557258,226,237,11
3501,3501,428309,2755678.25,749,20.24305534,燕山晚期花岗斑岩,770.6348272,734,749,15
3502,3502,413959,2755678.25,379,14.06855583,白垩系沙县组,1065.848498,363,379,16
3503,3503,418934,2755678.25,457,13.17534828,二叠系童子岩组,609.6228114,455,457,2
3504,3504,430159,2755653.25,522,11.36487675,燕山中期二长花岗岩,769.3292684,517,522,5
3505,3505,417321.5,2755678.25,475,20.24305534,元古界楼子坝组,185.4273665,475,475,0
3506,3506,412521.5,2755678.25,232,30.1948452,元古界楼子坝组,2019.793119,214,232,18
3507,3507,412946.5,2755690.75,269,26.14723015,元古界楼子坝组,608.6210787,263,269,6
3508,3508,420271.5,2755665.75,492,23.09243584,二叠系童子岩组,2652.857491,476,492,16
3509,3509,409484,2755703.25,217,15.11946106,燕山中期二长花岗岩,560.0048897,202,217,15
3510,3510,428346.5,2755703.25,749,18.74779129,燕山晚期花岗斑岩,247.3943765,744,749,5
3511,3511,418496.5,2755615.75,583,33.61718369,石炭系林地组,2210.880449,564,583,19
3512,3512,412846.5,2755665.75,267,22.4068718,元古界楼子坝组,5254.62088,241,267,26
3513,3513,428421.5,2755715.75,737,18.58031464,燕山晚期花岗斑岩,2333.30123,709,737,28
3514,3514,413684,2755690.75,334,26.83778763,白垩系沙县组,2027.545441,312,334,22
3515,3515,407946.5,2755728.25,302,25.0884304,燕山中期二长花岗岩,3855.036749,259,302,43
3516,3516,416784,2755678.25,419,24.73324203,元古界楼子坝组,1078.022952,398,419,21
3517,3517,421671.5,2755728.25,398,27.47443199,二叠系文笔山组,2667.062474,352,398,46
3518,3518,408646.5,2755703.25,323,11.11526108,燕山中期二长花岗岩,5624.726925,264,323,59
3519,3519,414009,2755715.75,384,27.69840431,白垩系沙县组,1585.045939,369,384,15
3520,3520,418146.5,2755715.75,542,11.22695827,石炭系林地组,322.0837899,540,542,2
3521,3521,406809,2755740.75,239,20.89873886,燕山中期二长花岗岩,967.3184058,221,239,18
3522,3522,433646.5,2755703.25,493,12.86965275,加里东期二长花岗岩,2164.148687,486,493,7
3523,3523,411921.5,2755703.25,245,30.21689796,元古界楼子坝组,945.0254014,212,245,33
3524,3524,406159,2755640.75,286,12.38254929,燕山中期二长花岗岩,1768.552977,231,286,55
3525,3525,412359,2755740.75,230,18.58031464,元古界楼子坝组,608.113637,222,230,8
3526,3526,412284,2755740.75,231,21.81375313,元古界楼子坝组,648.2488519,219,231,12
3527,3527,413046.5,2755740.75,288,21.22267342,白垩系沙县组,195.59143,288,288,0
3528,3528,406334,2755715.75,241,26.66558266,燕山中期二长花岗岩,2011.939944,220,241,21
3529,3529,434959,2755753.25,513,19.29733658,加里东期二长花岗岩,1026.07657,502,513,11
3530,3530,411271.5,2755728.25,270,32.60017776,元古界楼子坝组,2026.547737,188,270,82
3531,3531,430371.5,2755728.25,519,21.01614952,燕山中期二长花岗岩,995.6650084,510,519,9
3532,3532,411471.5,2755753.25,264,25.71843338,元古界楼子坝组,1277.703998,251,264,13
3533,3533,413171.5,2755753.25,295,14.47057533,白垩系沙县组,1020.122215,283,295,12
3534,3534,410909,2755753.25,232,30.71615791,元古界楼子坝组,1656.755742,198,232,34
3535,3535,402746.5,2755753.25,287,17.16429329,燕山中期正长花岗岩,861.6630818,276,287,11
3536,3536,420921.5,2755753.25,374,32.5747261,二叠系童子岩组,1812.472651,352,374,22
3537,3537,405596.5,2755765.75,201,15.35444164,燕山中期二长花岗岩,186.4533394,201,201,0
3538,3538,411546.5,2755740.75,278,16.61135101,元古界楼子坝组,1216.73901,250,278,28
3539,3539,409121.5,2755728.25,254,6.50463438,燕山中期二长花岗岩,2500.50619,236,254,18
3540,3540,434709,2755765.75,491,14.30291462,加里东期二长花岗岩,812.8322709,486,491,5
3541,3541,429534,2755640.75,613,29.815382,燕山中期二长花岗岩,4455.299259,560,613,53
3542,3542,412946.5,2755740.75,261,20.63453865,元古界楼子坝组,1399.620985,253,261,8
3543,3543,408896.5,2755765.75,298,17.23186493,燕山中期二长花岗岩,1021.666157,281,298,17
3544,3544,409246.5,2755778.25,239,12.96458817,燕山中期二长花岗岩,2458.16211,222,239,17
3545,3545,413859,2755778.25,366,18.80821228,白垩系沙县组,596.4218007,363,366,3
