OBJECTID,ridge_dist,top_x,top_y,top_z,top_slope_deg,ridge_x,ridge_y,ridge_z,long_axis_len
1929,71.1,411063.93277093995,2752440.6127396966,299.9165833237348,17.874008470120444,411029.3944941057,2752378.4651940223,316.84221456310263,47.446573361433884
1930,118.4,431415.995249225,2752480.6877606916,623.7200831476899,17.744671625056935,431299.3672176363,2752501.09516738,654.3764420019055,78.96824962981722
1931,19.6,408728.37174241804,2752487.9923990807,354.423462457531,14.366056176200178,408712.5883843751,2752499.6133116474,357.1200328535348,97.22468573401956
1932,59.8,419294.0478922314,2752479.201546391,371.2810343396694,11.309932474020215,419240.6822967585,2752506.1858607205,372.9740591712034,39.88998529967253
1933,65.7,425318.2917527918,2752482.8416802264,442.56759336606433,16.94235714251686,425252.7006245455,2752486.622407059,452.66041487053735,44.173752255936044
1934,16.6,403477.6045424038,2752463.9176059444,208.01709065198708,17.874008470120444,403490.26998729777,2752453.1869719634,209.48886266828606,44.79411344384697
1936,123.1,402815.2505691123,2752473.7961367657,204.14387305718265,9.36515852576206,402937.86957295885,2752462.924619131,237.7697354330462,82.09805334027945
1937,40.7,407635.9305750766,2752498.7997644525,241.70681449905837,25.007929193268353,407602.7707270585,2752522.3988000136,251.03190400107997,86.94181275213161
1938,38.6,403561.0603254878,2752503.32892689,234.53157075610943,21.80140948635181,403538.3196908851,2752534.5190461245,242.69243893615499,77.57173922722446
1939,0.0,405720.54710361996,2752466.792575954,294.75994537080237,7.209120586689089,405720.54710361996,2752466.792575954,294.75994537080237,54.373149412185214
1940,29.6,407573.5778950321,2752495.9588898015,238.99930794157262,18.987982145065274,407602.7583463374,2752490.992879167,242.59715166685055,56.492542908124285
1941,40.9,406550.4998566953,2752495.5838732626,237.41966058340768,36.650833663686974,406590.2083148538,2752505.3842993085,243.96662990378886,44.09369386410806
1942,14.3,404636.80366279144,2752495.165247793,263.395025917187,30.216897836538802,404649.79462374886,2752501.1422816226,264.10731681364007,189.99681493901537
1944,109.8,431922.0875830713,2752512.884255484,537.2649667714722,22.19160656627279,431815.2587066763,2752538.2541425196,557.3986406627955,119.82647354296952
1945,43.2,406596.4325033657,2752476.489280561,255.0688299512185,15.642246457208728,406606.7970410754,2752434.551035986,261.6721538351194,49.74982389718636
1946,87.6,410787.74231160287,2752526.4285094286,346.5351464653417,18.987982145065274,410702.7407144154,2752547.606055924,363.24090065954897,132.7679336410712
1947,126.5,402819.75399233325,2752522.7642052053,207.01982174355362,9.090276920822323,402945.37724550435,2752537.6318971147,242.97998715188442,84.39340669337552
1949,47.3,416061.7260162933,2752521.5760924527,345.2214369685098,32.821231902361546,416015.22244571743,2752530.2194670076,359.712968057925,59.17831986526114
1950,26.5,403769.70244071225,2752501.2169899065,266.0849501264138,11.527973042352134,403752.7828803322,2752480.8214394962,268.5946046284567,46.71648325238857
1951,21.0,404110.1015407538,2752528.233666252,271.52892334866755,16.94235714251686,404090.2278784914,2752535.018763766,273.9583520080038,63.574158794566195
1952,32.7,408075.8893668443,2752474.937067198,227.2835079172778,15.793169048263966,408092.89237083757,2752447.0052241655,229.84648288128358,71.70245442872734
1953,17.7,403591.7246931526,2752543.728695361,248.21488688659156,9.36515852576206,403583.7388194488,2752559.5247651627,249.4780735530491,93.15120678027593
1954,110.5,412174.22283816146,2752541.2493073195,265.9264080123612,19.685730102414364,412068.17814899795,2752572.3101170356,280.45172454445424,73.70624158696357
1955,7.6,407761.9070940097,2752515.6232591444,222.77757174766884,6.84277341263094,407757.45785244915,2752509.4617455695,223.62031144962384,53.18479330573546
1956,136.9,402814.70863634313,2752548.4687678716,206.03088324461714,10.142106156573984,402950.9318141519,2752562.0649374677,242.18309201287911,91.30185986243417
1957,30.8,415493.3273468246,2752541.8585176603,363.2663924370521,6.454830247455114,415499.99067214486,2752511.787932437,367.0525005178589,20.584962747690216
1958,185.4,410694.0564670197,2752559.3226002404,365.8524624571297,23.03548032843362,410633.36828781676,2752734.508515499,403.1000176616555,193.73733896892378
1959,14.3,404363.4899964434,2752533.246581318,296.7781461355662,12.749851295121235,404377.75219064724,2752534.2857235083,298.03428724289046,128.99935358744668
1960,54.7,410845.799731899,2752577.4776423615,342.54448712206795,18.7477906121146,410813.95062405424,2752621.949254987,352.53235117728855,76.06276049600415
1961,52.2,412067.8794236017,2752575.056559732,282.3596401573067,35.795759914707084,412076.0551061445,2752626.612337439,313.12836196544913,34.86398731744709
1962,48.0,411845.3198546621,2752547.662949496,287.3543259235594,29.060829788451077,411821.4507183901,2752506.0184500557,307.7188670727244,32.06146272139847
1963,0.0,405000.7604066228,2752584.6591859967,233.55867525009467,18.7477906121146,405000.7604066228,2752584.6591859967,233.55867525009467,124.42263764122738
1964,129.5,419100.69802520494,2752569.575597506,387.6120956009254,13.674945403795036,419000.2484174122,2752651.3076370885,424.6475362988514,86.38903293698887
1965,22.5,409635.5700108079,2752441.2666009567,382.66775875269377,24.094842552110702,409623.9179596864,2752422.018751605,386.99849987160997,165.28396002347486
1966,40.8,406039.77190641925,2752589.41110671,271.6330221211015,17.349325993056564,406015.23981639923,2752622.0119741713,278.9976984010302,73.90173768264769
1967,82.0,429642.8976125866,2752583.641825178,597.8181885264231,20.78041748766358,429560.9349215522,2752586.115138421,620.9398490528889,54.72051808200836
1968,93.4,408397.20978541207,2752598.2731702086,275.58940252715047,24.516314079540912,408454.59878497035,2752671.962129556,304.1474547060575,82.00951536113153
1969,65.6,403040.33710319345,2752601.89158264,224.36345358929248,18.255059151203536,403016.6531750998,2752663.0669988627,239.03203279350362,133.52603388533717
1970,0.0,405191.0230466161,2752550.59662179,237.34957347248928,7.209120586689089,405191.0230466161,2752550.59662179,237.34957347248928,84.98532879079787
1971,21.8,415894.8948144084,2752553.042586875,351.211380097222,15.642246457208728,415883.3433980291,2752534.554623774,354.8886183747048,49.67356600585427
1972,39.0,405637.82892776135,2752548.4824367333,282.1501816808741,14.366056176200178,405637.56132231175,2752509.4833548553,288.42885681855114,57.4712428483729
1973,62.6,405356.70608668367,2752608.2583136247,249.94946080408408,14.196947417484147,405392.40762104327,2752659.6797142704,268.2276366161277,41.78718409948286
1974,94.4,408207.82260824397,2752603.6354716923,255.81362474776725,15.642246457208728,408272.4038943951,2752672.487613845,272.1722188836429,62.94401672488665
1975,108.8,429427.43361110473,2752556.446710517,649.4779440960217,27.543671227301132,429383.6667270444,2752456.837976665,694.5799855093428,72.5878991507302
1976,35.4,406564.1038620574,2752613.2585931295,226.0854444219076,18.987982145065274,406553.5484263298,2752647.0482775997,232.73677915848384,61.748369897556195
1977,83.8,419085.62740829145,2752619.6225802596,405.2989808422295,25.71843256387208,419065.22493963223,2752700.9009862025,433.6241577924229,55.91527871574386
1978,36.1,427016.7368103199,2752617.082467361,554.2879429402897,22.19160656627279,427052.81922343443,2752618.209172216,560.7852556587036,57.721426940883255
1979,111.4,402853.7818083507,2752587.171411669,222.8401492072917,21.50217423953968,402965.17902707064,2752586.384225879,238.8492619296885,160.63906657095268
1980,99.0,403265.11501682247,2752623.496743666,212.05528629639477,19.798876354524932,403255.57465643116,2752722.035982163,222.09388184737566,102.95191103999336
1981,6.4,404559.84661998175,2752540.334305969,284.1295254577574,9.6316519614038,404557.2643390599,2752534.4783837325,284.2742471476013,85.15504945178971
1982,5.2,405844.701807748,2752609.3187824483,266.6293579760277,2.2906100426385296,405840.24227921024,2752606.6443469524,266.7715477561869,38.38980311848317
1983,33.3,408146.57463549456,2752628.210391136,240.01474380955187,16.235792010273038,408157.91685711924,2752659.519239863,243.23787029801647,79.37217519179408
1984,39.6,408666.12387423083,2752505.860025129,344.2726959663198,29.060829788451077,408702.7349389023,2752490.7673135228,356.49957608122895,243.70479876707728
1985,27.8,406442.3330595665,2752632.1712894836,242.25481263466645,14.196947417484147,406436.90996402886,2752659.4372029067,246.26352147534308,88.41995958228279
1986,29.0,419129.9096046023,2752627.6416018596,412.4294091120537,23.307014702110447,419155.14261845255,2752641.9347824724,418.4790912916768,26.959132645434657
1987,94.5,404267.05519952974,2752615.1894107694,254.26692695035308,23.836533890785958,404361.02181892353,2752605.1632230743,285.6791208497416,63.01081531602919
1988,17.9,406591.60545410874,2752608.759333362,218.39491990576917,18.987982145065274,406577.7578512401,2752597.416763336,219.0981389030203,40.110611756761216
1989,7.2,406567.64868491027,2752626.1944352984,228.03103404585602,15.793169048263966,406561.7973218826,2752621.999015091,228.5521921206455,38.09813960029585
1990,4.7,403348.37329427974,2752619.404110246,211.09205590441707,6.454830247455114,403352.7419481587,2752617.670656097,211.65236419314897,72.92745368224875
1991,47.1,404091.95293701696,2752622.2909812895,253.97672149684513,6.84277341263094,404089.6736105468,2752575.246165732,264.9151158095083,31.405829958569825
1992,0.0,404463.5592186646,2752506.436307889,295.3232957521434,15.793169048263966,404463.5592186646,2752506.436307889,295.3232957521434,158.8393438854837
1994,66.3,406771.32976080605,2752657.613647909,227.1720603186345,23.749494492866763,406782.6207112692,2752722.94514443,253.76156620721667,44.266158100598894
1995,40.8,411886.0247340972,2752652.0017025564,281.85136265688857,25.71843256387208,411926.8238961229,2752651.740210689,297.5256427248096,27.232836544493974
1996,66.4,408585.00616578304,2752658.2171974243,300.0673722322608,22.19160656627279,408566.47507505724,2752721.9789310624,317.19264097912674,56.49403754200903
1997,2.4,404130.12424987816,2752633.0513150804,255.1158947935619,3.2376881462291047,404127.7572253034,2752632.6548372596,255.1476130192459,72.80816605161873
1998,188.5,402840.4410816557,2752649.819310543,215.3386520021195,13.12884614937404,403027.8091670646,2752670.445763709,239.8744840138427,155.1259392827419
1999,45.4,436299.9473803283,2752669.1769125466,492.49766894869856,13.495733280795811,436320.6570624623,2752709.5782623496,502.5835096826414,30.322215516169596
2000,46.5,436200.0289681852,2752669.907903833,496.8465141329328,13.674945403795036,436183.81037991075,2752713.48780051,509.95707212240086,31.055403560815165
2001,32.4,428562.0685285933,2752667.02487294,695.7454822874643,9.36515852576206,428594.15176064626,2752671.5444106413,704.560704258518,21.638299372206742
2002,64.9,430509.3009088559,2752669.897494089,579.139526345738,9.6316519614038,430445.62588888913,2752682.4474674845,592.7489158826647,43.28109050926838
2003,13.9,404727.5091082419,2752643.747047838,264.29877885426686,9.36515852576206,404713.7655706025,2752645.8267529025,266.1161522795742,81.75322522076739
2004,0.0,408416.83172415383,2752654.1262118947,294.7007446751811,21.89988173570756,408416.83172415383,2752654.1262118947,294.7007446751811,31.055034757133342
2005,57.2,402952.67032065784,2752574.004727766,240.66751716919381,10.142106156573984,402976.4589903742,2752521.98608502,247.89572100351725,136.37364342365058
2006,41.3,404336.80378379783,2752672.8247020673,268.633306153788,23.03548032843362,404377.72676115384,2752667.256944501,277.7570297721577,54.776122153829576
2007,63.8,418889.4922720925,2752678.560653445,433.8966524686483,15.020256666513818,418952.70202614716,2752687.2190015754,445.87008050410077,45.90968760798813
2008,25.7,405386.20637556666,2752685.4165901775,275.2495117785875,16.235792010273038,405395.2637092276,2752709.4676755364,278.99896278104654,78.26674733290261
2009,160.7,431551.84382927144,2752618.313009115,582.5423053746345,29.618525422233592,431449.3978659567,2752494.5013998025,610.3408536173301,107.17522875540418
2010,14.2,435467.3116918361,2752681.0037902314,572.9959743086729,11.309932474020215,435478.81539256964,2752689.328744852,573.6544429138836,31.458781490604544
2011,32.0,414514.51251910906,2752658.328131584,349.511711229345,21.80140948635181,414493.1518161371,2752634.5012482684,356.3036639885686,41.82241262571942
2012,0.0,406534.59916926007,2752686.129451142,230.6799783138522,27.12379140724319,406534.59916926007,2752686.129451142,230.6799783138522,53.15681349677739
2013,2.2,406462.1433345216,2752661.3931479147,245.96235918546068,2.2906100426385296,406463.30363112857,2752659.5240005734,245.9997010305978,39.70581836993157
2014,35.0,408275.4652189013,2752664.7211720464,275.0157887572859,23.03548032843362,408307.50351170136,2752650.630473183,285.14929133388387,77.99046332726283
2015,4.3,403381.33935140213,2752691.318044631,225.6363307114225,15.020256666513818,403377.77115094016,2752693.717616564,226.21222797533846,71.68624773692734
2016,43.0,405339.94363663765,2752713.7318527955,265.5790601713088,19.685730102414364,405375.040489483,2752738.5755827962,272.11620512160175,113.09905951204013
2017,56.0,438517.6487565006,2752679.387361301,479.0952644595176,18.987982145065274,438466.85817715136,2752655.80098707,496.0931014412352,37.36145385688768
2018,96.1,408182.8154105672,2752639.5640137396,249.2156985361289,13.495733280795811,408177.72197406087,2752543.5990883526,255.80398636046885,64.08794073594413
2019,0.0,402739.14081682276,2752674.4247485152,207.0,,402739.14081682276,2752674.4247485152,207.0,49.51864228984136
2020,46.1,404658.59641257423,2752592.1749134576,277.3385612286304,15.793169048263966,404649.0427724068,2752547.0757121393,283.5913600492607,115.22156167996263
2021,105.4,406673.50890030246,2752714.788026897,220.14964442444034,22.666013397863924,406742.20899844525,2752794.7221029545,250.62687950248073,70.2808581224838
2022,185.9,431505.5346220749,2752597.038629794,599.7686475274791,7.209120586689089,431522.1692817744,2752411.8843749235,609.5950798383274,123.98206714161499
2023,33.2,428586.2991373321,2752715.020520231,702.2053988159366,14.196947417484147,428619.1887941657,2752719.549369243,713.6596018467449,22.19980004773277
2024,30.9,403220.92925338825,2752689.877329541,234.2067928235665,12.156145050965593,403190.25604775193,2752686.1404249407,239.6053938675762,60.180970725882446
2025,66.9,436562.31919085234,2752721.764059895,496.37455342165777,24.094842552110705,436539.2196682916,2752784.549584162,514.9179004273899,75.13013461152173
2027,91.5,408532.49699926254,2752712.9336587028,309.6934617500042,9.36515852576206,408622.83390386315,2752698.3908368587,322.008020182482,61.023185875349505
2028,0.0,408006.4325640188,2752722.5355730494,203.00703711024835,26.024509243690748,408006.4325640188,2752722.5355730494,203.00703711024835,135.90386598072152
2029,43.5,405109.2391266002,2752691.2925595874,277.0765205120697,15.642246457208728,405152.6998316802,2752693.141103324,285.3798020701839,159.50105864113618
2030,2.6,411775.0697063215,2752719.14142921,272.59021589446644,3.2376881462291047,411776.40786438325,2752716.912229129,272.64549930613305,17.636095390534766
2031,42.5,430283.00313165464,2752731.422489465,632.7689957860857,21.89988173570756,430295.6328801271,2752772.002527089,642.5693695898299,178.55117982635304
2032,89.1,402858.7258138727,2752704.1040401375,213.27169549827147,5.111089695288715,402944.56399240356,2752680.2164469874,222.57197180756586,59.45637973438417
2033,107.9,413006.87324792054,2752728.4625100135,308.6833007703535,24.094842552110705,413107.4250681675,2752767.59997857,337.16434601039964,71.96089052717262
2034,37.9,408161.9384941673,2752705.335649437,233.46960320194194,16.089894054824914,408144.01648996683,2752671.940862936,239.60736935982277,37.50336032659713
2035,43.6,404365.1360440825,2752682.5434884285,273.4436402758274,17.349325993056564,404340.26851104014,2752646.7305605896,276.04607207209483,71.4204753083809
2036,101.0,418773.66622266354,2752739.877549359,456.80442411745025,23.307014702110447,418789.8990252609,2752839.5645400845,477.9226383299974,67.39680222235943
2037,153.6,403978.4166185503,2752692.5862824274,232.95263324937696,17.874008470120444,404127.69692686887,2752656.4151675934,255.74896755698137,109.7213420802771
2038,0.0,432073.16287044424,2752744.642665541,492.5472903577044,16.089894054824914,432073.16287044424,2752744.642665541,492.5472903577044,135.24946629181224
2039,44.6,434359.78654674283,2752722.251018349,546.365527521778,14.196947417484147,434315.24114582327,2752724.4572044057,549.8027153133953,122.29760257408016
2040,42.9,407054.14441072266,2752745.764562071,238.30524720615358,30.737526083800457,407015.28096973035,2752763.931646433,245.93057131902984,77.10522940162912
2041,46.4,403446.10520171135,2752746.156146452,225.7529077187604,27.543671227301132,403427.71978128335,2752788.7582158344,240.0,63.96577777866985
2042,11.1,406788.06497840356,2752743.699160894,255.17480172771684,9.090276920822323,406777.7014027613,2752747.6748746545,256.0,36.966330013465736
2043,49.4,403085.2384462819,2752711.177130429,233.26516685761453,16.089894054824914,403055.15952897666,2752671.9901589495,237.6119617528841,48.698634333042925
2044,83.3,418744.79524914426,2752749.151901357,464.77884689033453,28.54879122563375,418739.1423696518,2752832.2598730167,499.2459727887916,55.58371453491291
2045,89.4,426026.45331182954,2752706.9748623385,481.62154719783575,31.352357409526125,425942.920159388,2752675.1225085296,494.83887286563305,118.72476146126027
2046,0.0,404767.2851929048,2752716.474544538,245.44006179533915,23.03548032843362,404767.2851929048,2752716.474544538,245.44006179533915,53.34236002054626
2047,100.1,425867.0040085395,2752690.971229331,463.4550926536904,29.98014024152449,425846.1961721949,2752593.057778025,500.0422897844459,66.76645472928945
2048,51.9,403474.1045122069,2752761.318251941,224.64463970431387,27.543671227301132,403454.6474256071,2752809.4330291,238.84820595143538,59.67831089271278
2049,106.7,418676.55937840225,2752774.334396764,491.47997359103744,28.54879122563375,418633.40839567914,2752871.9196553333,544.6098471703444,71.13985535199483
2050,63.5,426473.2709646617,2752771.633340886,437.7783678730848,27.12379140724319,426482.41030050087,2752834.472202591,458.2347204476828,42.39498134504218
2051,56.3,419243.2445823258,2752773.9711575047,412.27760732280785,12.156145050965593,419248.68798819603,2752830.007389824,418.4986801912456,37.53474754390972
2052,64.7,415788.1194553958,2752762.844160493,310.55959778483793,21.89988173570756,415852.81824145647,2752762.447824432,316.9433038182324,44.9333595496135
2053,46.5,409410.2331375808,2752772.1570054158,328.03186583416027,26.837787558336057,409365.24609139265,2752783.9220245513,338.0459398054117,50.75623561290732
2054,22.0,434339.9283191279,2752731.17582379,546.8424275569453,17.874008470120444,434336.2252225544,2752709.4897205033,549.3211878400748,49.44225677262033
2055,3.0,404104.08146437746,2752719.846325061,253.88944707525002,11.527973042352134,404102.72066622745,2752717.1727079614,254.38148995948723,62.108596160439355
2056,36.8,418570.9067438688,2752777.5039836126,532.3646619245499,24.094842552110705,418540.2819856631,2752797.9089875296,542.9223493687696,74.90628722465857
2057,77.8,407626.4346938,2752776.0902640284,227.0592451840521,16.235792010273038,407557.4970923045,2752812.151976412,251.3416283094666,51.87665745137619
2058,86.8,403974.5212768068,2752722.9534936394,223.6751792063904,17.744671625056935,403998.65890586376,2752639.5771488915,239.58713173714614,57.91163556602125
2059,12.7,406937.3227397549,2752784.9054982765,245.266620681723,7.209120586689089,406933.3760374228,2752796.9766846597,246.5480517789365,45.85909172839273
2060,0.0,403257.8273344115,2752736.1029203082,220.57705929154994,13.12884614937404,403257.8273344115,2752736.1029203082,220.57705929154994,74.39234258877035
2061,46.9,418914.74901870446,2752788.837447273,474.5885719663452,26.024509243690748,418952.36800158926,2752816.8449842357,488.3503949553706,31.32364832382885
2062,25.1,404905.3707476136,2752778.9991843975,250.59248764035027,26.324947614792432,404880.4876301243,2752782.2916703904,253.12032042354377,60.90664142146074
2063,29.2,436028.6507723094,2752754.7468927335,515.2868438863261,21.89988173570756,436000.575042318,2752746.7223438085,521.0996293305985,63.23764562483487
2064,37.6,404892.2457625782,2752797.2242431906,260.77323949523833,23.836533890785958,404887.8008389231,2752834.5605881335,270.80311741722005,72.97966747085995
2065,55.2,406101.892801147,2752760.7630000347,255.80156771362817,21.602565114654762,406081.74986830074,2752709.3693987173,269.0575845302788,36.861873178402796
2066,56.6,408865.73956276005,2752781.0752264583,300.30928338355506,20.78041748766358,408810.97678099485,2752766.7714600544,315.11698853944836,37.75202168730571
2067,102.6,405040.67361625587,2752775.177582838,250.6524183634757,20.78041748766358,405137.2819578832,2752809.725930527,266.0140776383487,68.45636708385696
2068,36.7,409511.0769563513,2752801.655148109,306.94072643290565,27.543671227301132,409502.7457223904,2752837.397007891,323.69596631139575,24.47424799629666
2069,0.0,408699.81303946115,2752739.4846436824,328.3375772354102,13.674945403795036,408699.81303946115,2752739.4846436824,328.3375772354102,68.5045488627406
2070,,,,,,,,,62.57339659650582
2071,21.3,407039.5892276577,2752754.686330718,243.313865989865,25.71843256387208,407032.9044338684,2752734.462494979,248.17229017939826,54.699703801330074
2072,159.0,431198.05353777285,2752726.666261743,580.1383273804095,30.216897836538802,431077.7632598922,2752622.68910537,643.8366778141547,110.73530010481994
2073,135.5,404603.2980100181,2752749.591010196,233.40547427430653,7.209120586689089,404490.01287217013,2752675.2490466577,244.01721574873955,90.35910604368831
2074,118.1,405580.22908852645,2752746.466556116,263.4308659654291,9.36515852576206,405657.4918283335,2752657.1464629816,270.25489732302026,78.78518263853658
2075,65.6,419039.1121891273,2752819.2012153575,452.3356104920895,29.98014024152449,419034.9059104357,2752884.6662229537,481.73670433316147,43.75453516120608
2076,139.7,436761.01747671154,2752805.4189192913,501.7998680550379,15.642246457208728,436660.42426148587,2752902.357534149,507.4286027319322,93.17709240482563
2077,0.0,404821.3323523318,2752805.8422841527,245.48452774577976,24.51631407954091,404821.3323523318,2752805.8422841527,245.48452774577976,92.60482648432671
2078,42.1,407850.9896341761,2752809.607200875,187.28165853182873,6.84277341263094,407810.3133241395,2752798.751428134,195.52036659906668,28.104551983907708
2079,62.5,414460.1551384909,2752824.0231357254,385.4975476108166,23.836533890785958,414444.2238819731,2752884.458597714,402.9493665127786,90.15202512663974
2080,0.0,406975.6933268413,2752773.280963659,242.9548041908813,7.209120586689089,406975.6933268413,2752773.280963659,242.9548041908813,67.35848954186032
2081,153.5,429343.77712039335,2752756.56197556,633.3758285578515,24.51631407954091,429225.06267914386,2752659.2525133337,684.2149856684919,102.39355304768182
2082,2.4,404569.39308526914,2752786.3152582385,240.5233325194058,5.111089695288715,404570.99814163183,2752784.5309393005,240.53767352540308,53.03153692591266
2083,33.5,403109.13553147897,2752819.294535516,221.46747244504877,15.793169048263966,403077.7524002397,2752831.014137626,226.5573539414545,50.144705798663786
2084,85.5,411192.7649315841,2752817.8108043955,358.189814947953,20.243055274274415,411124.52042158146,2752869.317472454,374.6131767365688,57.04618009793292
2085,91.9,405102.0334870654,2752738.9443876594,275.41516484816384,17.874008470120444,405101.3991801528,2752647.046576724,276.8878056070196,89.56588150538352
2086,81.7,418652.32694955944,2752836.3068513954,525.7953207199906,24.51631407954091,418615.2241736404,2752909.0960952374,552.9636221623323,71.06293483876962
2087,40.7,416826.9164186036,2752797.5074024564,330.936020440279,4.573921259900861,416858.5855490453,2752771.942657649,333.0,36.58023443006147
2088,88.2,434401.07816546975,2752813.8492659614,537.91278925688,5.111089695288715,434487.76499905594,2752797.5817251885,544.4128515343425,58.803844192936644
2089,56.1,407784.6121112366,2752829.398267328,206.43595798756735,17.744671625056935,407731.4390496314,2752847.282213188,227.90981233806815,37.40526349460414
2090,87.5,407112.33412897197,2752837.539022982,220.9157744002714,15.793169048263966,407129.20171223587,2752923.397829373,250.35708748199906,58.3338917960652
2091,24.1,429432.3149394298,2752824.114756462,599.5847719592385,31.019833621670358,429419.88742088125,2752803.466105593,611.0536031604857,16.10655218902099
2092,70.6,407177.73719047726,2752836.131741236,237.64770645695532,29.49620849656644,407242.53782886645,2752864.1538265324,264.78088178947473,47.06956008993432
2093,12.0,403490.928471866,2752832.9461296094,231.12656926997607,12.749851295121235,403479.8359152386,2752837.523813245,231.779368275522,73.71998704006342
2094,69.4,403715.0909486781,2752840.1689541917,227.24908698115107,22.19160656627279,403718.8398559332,2752909.467624413,238.28718847465643,62.03964077531039
2095,15.6,405200.9385039343,2752837.0243306085,286.93986782581294,11.309932474020215,405215.2943814471,2752843.1291468088,289.3760134916119,80.58692225721842
2096,56.8,438542.82676689076,2752805.835458316,452.73378173884987,13.12884614937404,438566.1657385721,2752754.0519435564,466.4953812329961,37.89143863259665
2097,87.6,408296.86928268126,2752786.0588196046,244.74405375291826,23.03548032843362,408303.3253954825,2752698.6970510357,273.5029753071394,58.43395936529939
2098,55.6,414648.45660239254,2752843.1594545557,354.9002832200583,17.349325993056564,414699.27355786844,2752865.720417216,384.54135929261975,37.12899522225635
2099,70.7,403279.00759190036,2752850.030062752,207.48481004027417,9.090276920822323,403256.12944109965,2752916.9261031128,227.83564242015564,47.192930583756386
2101,39.3,405636.25930609717,2752791.1783376485,265.0,0.0,405602.7723750332,2752770.608567404,265.1111153542246,88.06772835766306
2102,109.4,406880.7840375517,2752787.763341171,244.9625578474321,16.94235714251686,406785.238860774,2752734.4765773877,255.3971435200765,97.89687762651776
2103,251.6,403738.65655954543,2752806.971630487,213.98865219482104,21.89988173570756,403487.9333500143,2752827.958107143,232.5143606211987,167.79216359889182
2104,39.8,402848.0275001612,2752838.853521329,218.66704513180957,14.196947417484147,402887.8265065015,2752838.572284194,221.52084857851963,26.552327766223236
2105,22.0,415687.8960239167,2752850.1254793196,315.7468043444969,23.396501671982783,415685.5509429493,2752872.00013578,318.496301743784,46.40447175720033
2106,75.9,407071.526152513,2752856.09102509,223.04910084639204,18.86838370797213,407085.0237527091,2752930.781217143,237.615787084881,50.61797845648187
2107,39.1,438569.4592495224,2752851.2751198066,447.3367399617928,5.111089695288715,438608.00338155817,2752844.70550143,455.44437145954726,26.131204961787123
2108,74.9,407773.25194392767,2752862.0094734575,213.35982479132508,24.094842552110702,407802.8527768269,2752930.812094713,221.21915751638784,49.99527808083248
2109,67.2,425600.42886579246,2752862.0343020684,430.2742904824554,23.836533890785958,425655.1897943509,2752900.9840222653,461.47950673977823,44.83394796346539
2110,138.6,408944.01068405283,2752811.3437389215,284.35994025871696,24.094842552110705,408823.3902643209,2752743.0746072168,320.43514807379916,92.40381054648178
2111,36.6,409788.4344805831,2752848.2119705896,302.80569487092725,25.088429470674225,409762.91282632016,2752821.978305888,311.8144371359656,31.377654176434895
2112,117.4,418439.7801840881,2752860.897221796,497.89144537814013,13.495733280795811,418532.2977661266,2752933.1693257764,522.8133771831896,78.26764103885931
2113,81.1,407165.24309581926,2752838.936090525,234.12691809749134,29.618525422233592,407239.2941306034,2752805.865646811,249.28484729506778,54.125240088422416
2114,6.4,403132.6915611112,2752868.3930119793,209.78646830552316,12.749851295121235,403128.12298481993,2752872.8749881806,209.80241300668314,51.45193555630803
2115,101.9,431334.117403292,2752855.440217611,542.14704061878,12.156145050965593,431233.9771369744,2752836.584527174,566.9220875458758,67.97273157966991
2116,8.2,413025.78395056387,2752792.605363128,322.565151175324,22.19160656627279,413026.624620885,2752784.4485700442,323.5461043780048,85.91002779730954
2117,30.2,403253.7171113454,2752871.77210085,212.94530420395313,15.793169048263966,403227.1385466313,2752886.111553341,218.41155803592648,66.06976150764137
2118,34.3,410778.77711177943,2752874.92891925,326.120528208201,25.088429470674225,410748.3433264233,2752890.7489922238,331.910756743231,23.208318177091783
2119,160.5,425835.3370064865,2752776.6705329358,423.25924628678547,18.987982145065274,425816.29469515727,2752617.304161391,478.7674852540913,107.00782827270865
2120,69.0,403968.32940804324,2752885.70270827,220.13851400291605,18.255059151203536,403957.76040390047,2752953.8884556913,243.1205452241872,46.02993694119782
2121,,,,,,,,,58.310137912998265
2122,26.2,403096.92572562944,2752867.888323717,214.46900060777597,15.793169048263966,403087.44521497434,2752843.463747616,222.85366112102923,17.498193709146836
2124,0.0,408904.81371364166,2752885.8157170364,271.5365085043865,13.495733280795811,408904.81371364166,2752885.8157170364,271.5365085043865,41.2369521104522
2125,100.1,403513.4583471481,2752897.007232109,221.4294181157311,14.196947417484147,403424.83397691953,2752943.5446471814,224.93312738575332,66.77016189353245
2126,45.0,405967.9042994129,2752866.82846891,237.1821395017506,23.307014702110447,405951.6297126572,2752824.874472367,253.9881993584204,30.066123208290744
2127,48.5,403905.5543128852,2752894.3219535025,237.20768179452708,26.024509243690748,403886.953117884,2752939.1130859344,253.16641424597327,56.956467222067324
2128,57.5,429345.22092076455,2752885.5148705146,584.2286651148094,22.19160656627279,429288.4357860446,2752876.476149652,591.26797075266,38.34510371220394
2129,82.0,402713.5235176529,2752902.1357247527,216.21949005153942,5.111089695288715,402787.22063152445,2752938.0903545935,223.86168510239804,54.70497896071743
2130,33.8,428333.65589470364,2752901.97833887,801.4829547436384,28.286692408693604,428365.27525292913,2752913.922215352,809.760805203463,24.283945574257075
