sample_type,rand_id,landslide_id,x,y,pt_elev,pt_slope,pt_lith,area_m2,z_min,z_max,relief_m
random,160,0,414386.4600019496,2758094.493937138,258.0,15.198269844055176,元古界楼子坝组,0.0,0.0,0.0,0.0
random,161,0,415037.4802870336,2751519.2499280176,327.0,10.265437126159668,元古界楼子坝组,0.0,0.0,0.0,0.0
random,162,0,413416.35477467714,2754669.6372590745,266.0,8.28417682647705,元古界楼子坝组,0.0,0.0,0.0,0.0
random,163,0,423530.37714664015,2762205.577141727,481.0,21.502174377441406,二叠系童子岩组,0.0,0.0,0.0,0.0
random,164,0,432297.99349860346,2747085.0782403606,347.0,7.5993332862854,石炭系林地组,0.0,0.0,0.0,0.0
random,165,0,413423.51798196736,2760434.2390351645,323.0,16.558338165283203,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,166,0,406993.2804491235,2753230.291011896,266.0,26.55588150024414,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,167,0,410625.9080921028,2759278.2180439564,273.0,17.23186492919922,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,168,0,412188.3191251148,2759356.604631206,342.0,16.942358016967773,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,169,0,436159.4636705789,2755126.9299850143,573.0,8.98487663269043,燕山早期正长花岗岩,0.0,0.0,0.0,0.0
random,170,0,401427.5065710189,2754630.5913117523,345.0,26.8828067779541,燕山中期正长花岗岩,0.0,0.0,0.0,0.0
random,171,0,407304.92191096296,2748129.295058133,181.0,30.2242431640625,,0.0,0.0,0.0,0.0
random,172,0,432542.568263914,2751163.4302929686,568.0,21.89988136291504,燕山晚期花岗斑岩,0.0,0.0,0.0,0.0
random,173,0,417580.39676234336,2760699.5679523526,303.0,24.73324203491211,元古界楼子坝组,0.0,0.0,0.0,0.0
random,174,0,417367.5600563731,2755040.3528070124,524.0,31.461727142333984,元古界楼子坝组,0.0,0.0,0.0,0.0
random,175,0,417441.85558646574,2758045.118170959,243.0,8.878142356872559,侏罗系藩坑组,0.0,0.0,0.0,0.0
random,176,0,417271.5009828413,2762138.387486135,295.0,24.516313552856445,元古界楼子坝组,0.0,0.0,0.0,0.0
random,177,0,428560.4831178979,2755520.530206861,698.0,11.976725578308104,燕山晚期花岗斑岩,0.0,0.0,0.0,0.0
random,178,0,431367.3824510268,2753887.369843493,496.0,4.04469108581543,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,179,0,416171.4362198159,2761065.217543141,326.0,5.419335842132568,元古界楼子坝组,0.0,0.0,0.0,0.0
random,180,0,433532.4855261395,2758374.833654589,616.0,10.447469711303713,加里东期二长花岗岩,0.0,0.0,0.0,0.0
random,181,0,425688.6979039908,2762006.8264168417,550.0,20.91183090209961,燕山晚期花岗斑岩,0.0,0.0,0.0,0.0
random,182,0,418036.58842671977,2763369.403610728,285.0,20.806791305541992,元古界楼子坝组,0.0,0.0,0.0,0.0
random,183,0,409535.79426139547,2755937.1619394817,222.0,6.147248268127441,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,184,0,413861.52400095656,2755548.0267272345,328.0,16.253917694091797,白垩系沙县组,0.0,0.0,0.0,0.0
random,185,0,418521.4498813473,2752706.8847468146,534.0,21.60256576538086,燕山中期正长花岗岩,0.0,0.0,0.0,0.0
random,186,0,430815.258485154,2749039.7967480696,409.0,29.777706146240234,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,187,0,407021.984388894,2751840.6200976186,289.0,22.666013717651367,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,188,0,421604.98379817326,2756017.1154494435,383.0,22.34737205505371,二叠系文笔山组,0.0,0.0,0.0,0.0
random,189,0,411704.3961827917,2754464.8690353096,315.0,21.60256576538086,元古界楼子坝组,0.0,0.0,0.0,0.0
random,190,0,405861.487946565,2750654.4020692366,237.0,23.23956680297852,燕山中期正长花岗岩,0.0,0.0,0.0,0.0
random,191,0,416959.8132045966,2763994.581101465,383.0,28.88660049438477,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,192,0,419035.30375367566,2752081.2422575536,368.0,20.84626579284668,石炭系林地组,0.0,0.0,0.0,0.0
random,193,0,409703.56942329946,2750216.2414230183,306.0,11.143301010131836,侏罗系下村组,0.0,0.0,0.0,0.0
random,194,0,437699.9916883695,2755941.548445641,577.0,,,0.0,0.0,0.0,0.0
random,195,0,420124.06095995806,2753315.2120877607,344.0,6.889675140380859,燕山晚期花岗斑岩,0.0,0.0,0.0,0.0
random,196,0,428890.9881966585,2756949.0843157736,803.0,28.129077911376957,元古界楼子坝组,0.0,0.0,0.0,0.0
random,197,0,427187.2256822392,2743743.2598927785,462.0,23.716732025146484,泥盆系天瓦岽组,0.0,0.0,0.0,0.0
random,198,0,409881.4969179928,2758544.665925366,275.0,17.744670867919922,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,199,0,407081.8251175052,2747846.4471822507,161.0,,,0.0,0.0,0.0,0.0
random,200,0,427560.34971666697,2746742.7025708347,584.0,33.23015594482422,燕山中期正长花岗岩,0.0,0.0,0.0,0.0
random,201,0,428130.04783820047,2749443.4920445937,682.0,8.549422264099121,泥盆系天瓦岽组,0.0,0.0,0.0,0.0
random,202,0,434243.903295049,2759801.070774226,751.0,8.878142356872559,加里东期二长花岗岩,0.0,0.0,0.0,0.0
random,203,0,408540.968170536,2754029.6496089795,234.0,6.504634380340576,燕山晚期花岗斑岩,0.0,0.0,0.0,0.0
random,204,0,407752.2746325536,2756387.238381933,299.0,6.8427734375,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,205,0,428382.819744059,2757200.914092388,693.0,27.23857307434082,元古界楼子坝组,0.0,0.0,0.0,0.0
random,206,0,431075.02032063866,2756134.215566518,548.0,16.611351013183594,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,207,0,403775.1969666389,2754069.69783562,233.0,7.209120750427246,燕山中期正长花岗岩,0.0,0.0,0.0,0.0
random,208,0,435596.4129300767,2752953.8975040023,572.0,24.0948429107666,燕山早期正长花岗岩,0.0,0.0,0.0,0.0
random,209,0,429551.1065757332,2757594.716068909,581.0,16.681711196899414,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,210,0,417376.4882741581,2763984.7786290613,332.0,15.020256996154783,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,211,0,415226.4250023563,2757419.13086536,231.0,15.2178955078125,白垩系沙县组,0.0,0.0,0.0,0.0
random,212,0,428699.8510089863,2770053.356553055,344.0,24.35955619812012,燕山中期正长花岗岩,0.0,0.0,0.0,0.0
random,213,0,419467.4045551208,2759184.139373828,356.0,18.64143943786621,三叠系文宾山组,0.0,0.0,0.0,0.0
random,214,0,428856.6822056658,2755579.48217485,742.0,10.14210605621338,燕山晚期花岗斑岩,0.0,0.0,0.0,0.0
random,215,0,413568.281923704,2754335.9128231886,272.0,9.922273635864258,元古界楼子坝组,0.0,0.0,0.0,0.0
random,216,0,434620.2075564181,2757720.8685313477,517.0,18.33317375183105,加里东期二长花岗岩,0.0,0.0,0.0,0.0
random,217,0,413877.5528138756,2758015.2543740463,238.0,6.8427734375,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,218,0,433441.2104869526,2747672.476655089,418.0,11.446746826171877,燕山早期正长花岗岩,0.0,0.0,0.0,0.0
random,219,0,415230.9436562372,2751066.397901512,411.0,20.84626579284668,石炭系林地组,0.0,0.0,0.0,0.0
random,220,0,407057.5585268271,2759191.7122200723,549.0,15.793169021606444,侏罗系下村组,0.0,0.0,0.0,0.0
random,221,0,426445.4637531968,2752795.417585966,438.0,19.827028274536133,元古界楼子坝组,0.0,0.0,0.0,0.0
random,222,0,415725.8117547718,2756273.28807432,364.0,21.60256576538086,侏罗系藩坑组,0.0,0.0,0.0,0.0
random,223,0,430869.9277800599,2751197.436790493,450.0,13.719326972961426,燕山中期二长花岗岩,0.0,0.0,0.0,0.0
random,224,0,421011.93402114976,2747338.361444905,425.0,21.363059997558597,燕山中期正长花岗岩,0.0,0.0,0.0,0.0
